#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.4241773661e+01    1.9630891826e+03   -7.9963051731e+01    3.5721278070e+01   -9.3450167243e+00   -5.1102678377e+01   -2.4160876305e+01    4.6455196748e+00   -8.9739163751e+00    5.1200000000e+02    1.2006179681e-01    5.6679687500e-01
         1   -4.4040305549e+01    1.9467035910e+03   -7.9858120917e+01    3.5817815368e+01   -9.1208035589e+00   -5.1102678377e+01   -2.3836192916e+01    4.2015539343e+00   -8.7456490648e+00    5.1200000000e+02    1.4861829081e-01    5.6708374023e-01
         2   -4.4025285199e+01    1.9448466618e+03   -8.0477867377e+01    3.6452582177e+01   -9.0134972065e+00   -5.1102678377e+01   -2.4888544918e+01    4.5268531251e+00   -8.6427177461e+00    5.1200000000e+02    1.5547567725e-01    5.6907348633e-01
         3   -4.4143934765e+01    1.9569379813e+03   -8.1099817417e+01    3.6955882652e+01   -9.2018713616e+00   -5.1102678377e+01   -2.5069965247e+01    4.2746975690e+00   -8.8185622467e+00    5.1200000000e+02    1.5655549444e-01    5.6556396484e-01
         4   -4.4093453113e+01    1.9518793872e+03   -8.0265546705e+01    3.6172093592e+01   -9.1239686996e+00   -5.1102678377e+01   -2.4744168298e+01    4.7052686689e+00   -8.7240244797e+00    5.1200000000e+02    1.5940167237e-01    5.6591186523e-01
         5   -4.4035568887e+01    1.9462061392e+03   -8.0325956134e+01    3.6290387247e+01   -9.0893099864e+00   -5.1102678377e+01   -2.4655023658e+01    4.5210558865e+00   -8.7114422664e+00    5.1200000000e+02    1.5682627231e-01    5.6644287109e-01
         6   -4.3939869463e+01    1.9379962465e+03   -8.0970835344e+01    3.7030965881e+01   -8.8515346825e+00   -5.1102678377e+01   -2.5471854559e+01    4.4552322739e+00   -8.4474757168e+00    5.1200000000e+02    1.6011503081e-01    5.6756591797e-01
         7   -4.4064206341e+01    1.9485440043e+03   -8.0468416272e+01    3.6404209930e+01   -9.0700207239e+00   -5.1102678377e+01   -2.4884256743e+01    4.5885395717e+00   -8.7060527795e+00    5.1200000000e+02    1.5964569187e-01    5.6818237305e-01
         8   -4.4055725001e+01    1.9468029307e+03   -8.0236758767e+01    3.6181033766e+01   -9.1330678372e+00   -5.1102678377e+01   -2.4261018957e+01    4.2600064038e+00   -8.7565409288e+00    5.1200000000e+02    1.5413732625e-01    5.6945800781e-01
         9   -4.3921289384e+01    1.9367710821e+03   -8.0776795934e+01    3.6855506550e+01   -8.9435371885e+00   -5.1102678377e+01   -2.5086743459e+01    4.3561630898e+00   -8.5371021000e+00    5.1200000000e+02    1.5645355844e-01    5.6683349609e-01
        10   -4.4020768905e+01    1.9443171076e+03   -8.0145613961e+01    3.6124845055e+01   -9.0368246974e+00   -5.1102678377e+01   -2.4255984062e+01    4.2498731754e+00   -8.6516630238e+00    5.1200000000e+02    1.5022368669e-01    5.6869506836e-01
