#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6396032976e+01    5.8422961663e+03   -1.5293092533e+02    7.6534892352e+01    3.7263442123e+01    9.1895337630e+00   -1.9938390121e+02    8.1920000000e+03    3.7895169968e-01    3.0906250000e-01
         1   -7.6386532594e+01    5.8405003631e+03   -1.5256648430e+02    7.6179951709e+01    3.7247056287e+01    9.1895337630e+00   -1.9900307435e+02    8.1920000000e+03    3.7935268649e-01    3.0905761719e-01
         2   -7.6328030694e+01    5.8325658959e+03   -1.5242543532e+02    7.6097404625e+01    3.7266508557e+01    9.1895337630e+00   -1.9888147764e+02    8.1920000000e+03    3.7892483065e-01    3.0885986328e-01
         3   -7.6345002467e+01    5.8349729124e+03   -1.5236044567e+02    7.6015443202e+01    3.7173612370e+01    9.1895337630e+00   -1.9872359180e+02    8.1920000000e+03    3.7888936954e-01    3.1011230469e-01
         4   -7.6355408087e+01    5.8361514479e+03   -1.5198349368e+02    7.5628085593e+01    3.7149257169e+01    9.1895337630e+00   -1.9832228461e+02    8.1920000000e+03    3.7894109030e-01    3.1014404297e-01
         5   -7.6333427238e+01    5.8330958382e+03   -1.5221600368e+02    7.5882576441e+01    3.7230414860e+01    9.1895337630e+00   -1.9863595230e+02    8.1920000000e+03    3.7888746734e-01    3.0956787109e-01
         6   -7.6333162700e+01    5.8320537462e+03   -1.5207866399e+02    7.5745501287e+01    3.7172013967e+01    9.1895337630e+00   -1.9844021172e+02    8.1920000000e+03    3.7890600931e-01    3.0918212891e-01
         7   -7.6379052598e+01    5.8396140759e+03   -1.5225463744e+02    7.5875584846e+01    3.7207456483e+01    9.1895337630e+00   -1.9865162769e+02    8.1920000000e+03    3.7889593145e-01    3.0988037109e-01
         8   -7.6377345585e+01    5.8389150591e+03   -1.5191329652e+02    7.5535950932e+01    3.7159226408e+01    9.1895337630e+00   -1.9826205669e+02    8.1920000000e+03    3.7899029787e-01    3.0968750000e-01
         9   -7.6383696804e+01    5.8398788968e+03   -1.5215006644e+02    7.5766369631e+01    3.7202580179e+01    9.1895337630e+00   -1.9854218038e+02    8.1920000000e+03    3.7891599314e-01    3.0953125000e-01
        10   -7.6362650393e+01    5.8368208133e+03   -1.5182733426e+02    7.5464683863e+01    3.7072972241e+01    9.1895337630e+00   -1.9808984026e+02    8.1920000000e+03    3.7892443805e-01    3.0955322266e-01
        11   -7.6369515562e+01    5.8385038406e+03   -1.5207033084e+02    7.5700815275e+01    3.7144599544e+01    9.1895337630e+00   -1.9840446415e+02    8.1920000000e+03    3.7896565629e-01    3.1133789063e-01
        12   -7.6382068191e+01    5.8401991109e+03   -1.5230207295e+02    7.5920004764e+01    3.7223722388e+01    9.1895337630e+00   -1.9871532911e+02    8.1920000000e+03    3.7890352566e-01    3.0937744141e-01
        13   -7.6438595906e+01    5.8494872131e+03   -1.5224190161e+02    7.5803305708e+01    3.7214339060e+01    9.1895337630e+00   -1.9864577444e+02    8.1920000000e+03    3.7895778544e-01    3.0965820313e-01
        14   -7.6436590960e+01    5.8482049494e+03   -1.5215158205e+02    7.5714991095e+01    3.7281349238e+01    9.1895337630e+00   -1.9862246506e+02    8.1920000000e+03    3.7894089923e-01    3.0859375000e-01
        15   -7.6424460209e+01    5.8474969386e+03   -1.5204337434e+02    7.5618914134e+01    3.7201672849e+01    9.1895337630e+00   -1.9843458095e+02    8.1920000000e+03    3.7900400621e-01    3.0999511719e-01
        16   -7.6402746661e+01    5.8428225405e+03   -1.5201060370e+02    7.5607857037e+01    3.7220755498e+01    9.1895337630e+00   -1.9842089296e+02    8.1920000000e+03    3.7893454941e-01    3.1045898438e-01
