#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6346075929e+01    5.8309549716e+03   -1.3014827073e+02    5.3802194804e+01    3.7097961148e+01    9.1895337630e+00   -1.7643576564e+02    2.0000000000e+03    2.5419083238e-01    3.1283000000e-01
         1   -7.6331938267e+01    5.8291080795e+03   -1.5293509001e+02    7.6603151747e+01    3.7205896221e+01    9.1895337630e+00   -1.9933052000e+02    2.0000000000e+03    2.5348627567e-01    3.0497000000e-01
         2   -7.6317990612e+01    5.8268965977e+03   -1.5139071028e+02    7.5072719666e+01    3.7181354473e+01    9.1895337630e+00   -1.9776159851e+02    2.0000000000e+03    2.5319340825e-01    3.0969000000e-01
         3   -7.6412852920e+01    5.8405149436e+03   -1.2717431625e+02    5.0761463334e+01    3.6127095129e+01    9.1895337630e+00   -1.7249094515e+02    2.0000000000e+03    2.5416973233e-01    3.1056000000e-01
         4   -7.6404451634e+01    5.8396047560e+03   -1.7485376388e+02    9.8449312243e+01    3.7000870925e+01    9.1895337630e+00   -2.2104416857e+02    2.0000000000e+03    2.5320005417e-01    3.0937000000e-01
         5   -7.6334244407e+01    5.8293656652e+03   -1.8842951324e+02    1.1209526883e+02    3.6763945632e+01    9.1895337630e+00   -2.3438299263e+02    2.0000000000e+03    2.5366193056e-01    3.1200000000e-01
         6   -7.6362737090e+01    5.8330289081e+03   -1.5647635256e+02    8.0113615473e+01    3.7246685293e+01    9.1895337630e+00   -2.0291257162e+02    2.0000000000e+03    2.5462538004e-01    3.0882000000e-01
         7   -7.6384225314e+01    5.8367692288e+03   -1.7878833365e+02    1.0240410833e+02    3.7531467630e+01    9.1895337630e+00   -2.2550933504e+02    2.0000000000e+03    2.5356766582e-01    3.0955000000e-01
         8   -7.6355271384e+01    5.8326258250e+03   -1.4220573727e+02    6.5850465891e+01    3.7076805393e+01    9.1895337630e+00   -1.8847207643e+02    2.0000000000e+03    2.5307428837e-01    3.0875000000e-01
         9   -7.6399561004e+01    5.8392904988e+03   -1.3697146330e+02    6.0571902295e+01    3.6786993955e+01    9.1895337630e+00   -1.8294799102e+02    2.0000000000e+03    2.5348979235e-01    3.1045000000e-01
        10   -7.6387372073e+01    5.8379506726e+03   -1.4159447051e+02    6.5207098442e+01    3.7465075877e+01    9.1895337630e+00   -1.8824908015e+02    2.0000000000e+03    2.5467917323e-01    3.1349000000e-01
        11   -7.6562666269e+01    5.8642036342e+03   -1.5802252581e+02    8.1459859539e+01    3.7391267279e+01    9.1895337630e+00   -2.0460332685e+02    2.0000000000e+03    2.5370362401e-01    3.1023000000e-01
        12   -7.6425308439e+01    5.8425071819e+03   -1.4981827794e+02    7.3392969502e+01    3.6743380147e+01    9.1895337630e+00   -1.9575119185e+02    2.0000000000e+03    2.5413998961e-01    3.1274000000e-01
        13   -7.6344184928e+01    5.8300859700e+03   -1.4079170522e+02    6.4447520293e+01    3.6702978610e+01    9.1895337630e+00   -1.8668421759e+02    2.0000000000e+03    2.5314956903e-01    3.0950000000e-01
        14   -7.6381093112e+01    5.8358511669e+03   -1.3151415400e+02    5.5133060890e+01    3.6546295765e+01    9.1895337630e+00   -1.7724998353e+02    2.0000000000e+03    2.5408226252e-01    3.1065000000e-01
        15   -7.6435417445e+01    5.8444251029e+03   -1.5684686194e+02    8.0411444498e+01    3.7758962007e+01    9.1895337630e+00   -2.0379535771e+02    2.0000000000e+03    2.5433695316e-01    3.1155000000e-01
        16   -7.6359532765e+01    5.8326336122e+03   -1.6995973578e+02    9.3600203014e+01    3.7061338306e+01    9.1895337630e+00   -2.1621060785e+02    2.0000000000e+03    2.5340136886e-01    3.0899000000e-01
