#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5613607693e+01    2.0814786737e+03   -7.8078479335e+01    3.2464871641e+01   -1.0634321115e+01   -5.1102678377e+01   -2.1370616852e+01    5.0291370091e+00   -1.0335662946e+01    2.0000000000e+01    2.5069211493e-02    8.1406250000e-01
         1   -4.5809927540e+01    2.0992825473e+03   -8.0214652443e+01    3.4404724903e+01   -1.1621377341e+01   -5.1102678377e+01   -2.1940702886e+01    4.4501061609e+00   -1.1332081768e+01    2.0000000000e+01    2.3991544993e-02    7.9947916667e-01
         2   -4.5810951746e+01    2.0999300806e+03   -7.8568026610e+01    3.2757074864e+01   -1.1231498607e+01   -5.1102678377e+01   -2.2481471982e+01    6.2476223547e+00   -1.0970718169e+01    2.0000000000e+01    3.1868318998e-02    8.1822916667e-01
         3   -4.5667273246e+01    2.0865289348e+03   -8.1338296595e+01    3.5671023349e+01   -1.0312358579e+01   -5.1102678377e+01   -2.4016417384e+01    4.0931577440e+00   -9.9602287375e+00    2.0000000000e+01    4.7256562502e-02    8.0052083333e-01
         4   -4.5746074719e+01    2.0933185235e+03   -7.8765112977e+01    3.3019038258e+01   -1.2208945244e+01   -5.1102678377e+01   -1.8902517311e+01    3.4490279544e+00   -1.1928246295e+01    2.0000000000e+01    4.1161978501e-02    8.1562500000e-01
         5   -4.5774640571e+01    2.0969197254e+03   -7.8629054156e+01    3.2854413585e+01   -9.9046072791e+00   -5.1102678377e+01   -2.4182744353e+01    6.5609758533e+00   -9.5400011674e+00    2.0000000000e+01    4.7237666993e-02    8.0468750000e-01
         6   -4.5518080061e+01    2.0727914060e+03   -7.7626654553e+01    3.2108574492e+01   -9.8308621839e+00   -5.1102678377e+01   -2.0397508477e+01    3.7043944841e+00   -9.3766365533e+00    2.0000000000e+01    3.2982224991e-02    8.1406250000e-01
         7   -4.6153671951e+01    2.1314785421e+03   -8.0049562166e+01    3.3895890214e+01   -1.1559537735e+01   -5.1102678377e+01   -2.2343434845e+01    4.9560887915e+00   -1.1340895098e+01    2.0000000000e+01    3.8360750004e-02    8.0677083333e-01
         8   -4.6032134900e+01    2.1201035330e+03   -7.6988223982e+01    3.0956089082e+01   -1.2192890621e+01   -5.1102678377e+01   -1.7507238642e+01    3.8145836575e+00   -1.1966359135e+01    2.0000000000e+01    3.1533722002e-02    8.0625000000e-01
         9   -4.6032915180e+01    2.1208770855e+03   -7.7661532865e+01    3.1628617685e+01   -1.1542533114e+01   -5.1102678377e+01   -2.1737972317e+01    6.7216509428e+00   -1.1159552021e+01    2.0000000000e+01    3.2059910001e-02    8.0520833333e-01
        10   -4.5934433940e+01    2.1118518515e+03   -7.7734453357e+01    3.1800019417e+01   -1.1439561103e+01   -5.1102678377e+01   -2.1485844219e+01    6.2936303424e+00   -1.1185884643e+01    2.0000000000e+01    3.1744607499e-02    8.1822916667e-01
        11   -4.5896695667e+01    2.1070609619e+03   -8.1233891212e+01    3.5337195545e+01   -1.1889358439e+01   -5.1102678377e+01   -2.2436388713e+01    4.1945343167e+00   -1.1547721689e+01    2.0000000000e+01    3.6989055996e-02    8.2135416667e-01
        12   -4.5802823194e+01    2.0988522314e+03   -7.8928407353e+01    3.3125584159e+01   -1.0359978348e+01   -5.1102678377e+01   -2.2130175858e+01    4.6644252305e+00   -1.0034948953e+01    2.0000000000e+01    3.0444822500e-02    8.2187500000e-01
        13   -4.5464776389e+01    2.0678278647e+03   -7.9409513560e+01    3.3944737171e+01   -1.1357953151e+01   -5.1102678377e+01   -2.1844193109e+01    4.8953110756e+00   -1.0907807508e+01    2.0000000000e+01    3.9804771499e-02    8.0416666667e-01
        14   -4.5976007881e+01    2.1155196823e+03   -8.1061678989e+01    3.5085671108e+01   -1.1016226582e+01   -5.1102678377e+01   -2.1886742269e+01    2.9439682388e+00   -1.0871708402e+01    2.0000000000e+01    4.3103569995e-02    7.9322916667e-01
        15   -4.5966934042e+01    2.1149875991e+03   -7.9042087889e+01    3.3075153847e+01   -1.0651701435e+01   -5.1102678377e+01   -2.3132373523e+01    5.8446654455e+00   -1.0334589948e+01    2.0000000000e+01    3.1776949007e-02    8.3177083333e-01
        16   -4.6153854021e+01    2.1309700947e+03   -8.0455860722e+01    3.4302006702e+01   -1.1474458697e+01   -5.1102678377e+01   -2.3029486172e+01    5.1507625229e+00   -1.1150706857e+01    2.0000000000e+01    3.7001734498e-02    8.0520833333e-01
        17   -4.6129022112e+01    2.1287016084e+03   -7.8603234091e+01    3.2474211979e+01   -1.1147810222e+01   -5.1102678377e+01   -2.0849597382e+01    4.4968518892e+00   -1.0848291220e+01    2.0000000000e+01    3.5931356993e-02    8.1250000000e-01
        18   -4.5825606654e+01    2.1010209503e+03   -8.1282697694e+01    3.5457091040e+01   -1.1730739464e+01   -5.1102678377e+01   -2.3937133175e+01    5.4878533215e+00   -1.1475848235e+01    2.0000000000e+01    4.9087538500e-02    8.0729166667e-01
        19   -4.5656364427e+01    2.0858165501e+03   -7.9615758582e+01    3.3959394154e+01   -1.0406973678e+01   -5.1102678377e+01   -2.2662798937e+01    4.5566924100e+00   -9.9773507360e+00    2.0000000000e+01    2.7305842501e-02    8.1562500000e-01
        20   -4.5927456762e+01    2.1104099576e+03   -7.8165684789e+01    3.2238228027e+01   -1.0954527402e+01   -5.1102678377e+01   -2.1327261757e+01    5.2187827462e+00   -1.0663549903e+01    2.0000000000e+01    4.0643055501e-02    8.1510416667e-01
        21   -4.5947355789e+01    2.1121058860e+03   -8.0277089089e+01    3.4329733300e+01   -1.0889054669e+01   -5.1102678377e+01   -2.4300499062e+01    6.0151430194e+00   -1.0625941550e+01    2.0000000000e+01    3.2685151498e-02    8.0989583333e-01
        22   -4.5947599781e+01    2.1118246765e+03   -8.2385934826e+01    3.6438335044e+01   -1.2162566247e+01   -5.1102678377e+01   -2.2957269512e+01    3.8365793096e+00   -1.1921875526e+01    2.0000000000e+01    4.1047701510e-02    8.0677083333e-01
        23   -4.5494406608e+01    2.0708078394e+03   -8.1167168564e+01    3.5672761956e+01   -1.0783327323e+01   -5.1102678377e+01   -2.4634358224e+01    5.3531953595e+00   -1.0467353446e+01    2.0000000000e+01    3.2175191001e-02    8.0104166667e-01
        24   -4.5598309648e+01    2.0799535760e+03   -8.1408539661e+01    3.5810230012e+01   -9.7513819844e+00   -5.1102678377e+01   -2.6440100011e+01    5.8856207114e+00   -9.4968706117e+00    2.0000000000e+01    4.1202543500e-02    8.0520833333e-01
        25   -4.5584053229e+01    2.0798450153e+03   -8.1867216137e+01    3.6283162908e+01   -1.1316959732e+01   -5.1102678377e+01   -2.2878573850e+01    3.4309958218e+00   -1.1016778143e+01    2.0000000000e+01    4.0864826493e-02    8.1614583333e-01
        26   -4.6030860523e+01    2.1192518306e+03   -8.0695007027e+01    3.4664146504e+01   -1.0591818616e+01   -5.1102678377e+01   -2.3062906017e+01    4.0623959820e+00   -1.0277433108e+01    2.0000000000e+01    4.1401141993e-02    7.9270833333e-01
        27   -4.5439275052e+01    2.0652872771e+03   -7.7894739342e+01    3.2455464289e+01   -1.1008263815e+01   -5.1102678377e+01   -2.2135281761e+01    6.3514846110e+00   -1.0643635330e+01    2.0000000000e+01    3.1549812498e-02    8.2239583333e-01
        28   -4.5636861983e+01    2.0837124629e+03   -7.9427511866e+01    3.3790649883e+01   -1.1553509183e+01   -5.1102678377e+01   -2.1892764384e+01    5.1214400774e+00   -1.1219687431e+01    2.0000000000e+01    3.4551008001e-02    7.9583333333e-01
        29   -4.5770725116e+01    2.0960477759e+03   -7.8203769980e+01    3.2433044864e+01   -1.0705256948e+01   -5.1102678377e+01   -2.3095261415e+01    6.6994267604e+00   -1.0392086609e+01    2.0000000000e+01    3.1266466001e-02    8.0312500000e-01
        30   -4.5641238458e+01    2.0859808528e+03   -7.9907995630e+01    3.4266757171e+01   -1.1237962192e+01   -5.1102678377e+01   -2.4447717716e+01    6.8803626550e+00   -1.0867208531e+01    2.0000000000e+01    2.7377185004e-02    7.9322916667e-01
        31   -4.6304106039e+01    2.1454543572e+03   -7.9182925721e+01    3.2878819682e+01   -1.1864096825e+01   -5.1102678377e+01   -2.2011131576e+01    5.7949810576e+00   -1.1557937628e+01    2.0000000000e+01    2.5617989006e-02    8.1927083333e-01
        32   -4.5937651222e+01    2.1115818975e+03   -8.1045763534e+01    3.5108112312e+01   -1.0972385067e+01   -5.1102678377e+01   -2.3039505847e+01    4.0688057569e+00   -1.0510882353e+01    2.0000000000e+01    2.3445790997e-02    8.0260416667e-01
        33   -4.6086314549e+01    2.1253572861e+03   -7.8785163223e+01    3.2698848674e+01   -1.2570008315e+01   -5.1102678377e+01   -1.9640757967e+01    4.5282814360e+00   -1.2299890337e+01    2.0000000000e+01    2.4764667498e-02    7.9739583333e-01
        34   -4.5827674435e+01    2.1009317336e+03   -8.3193250935e+01    3.7365576500e+01   -1.0660675677e+01   -5.1102678377e+01   -2.6030402381e+01    4.6005054998e+00   -1.0356500474e+01    2.0000000000e+01    2.5183869999e-02    8.1093750000e-01
