#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5282272694e+01    2.0513343310e+03   -8.1352808890e+01    3.6070536197e+01   -1.1134301506e+01   -5.1102678377e+01   -2.4593907519e+01    5.4780785110e+00   -1.0849773319e+01    2.0000000000e+01    2.5855343003e-02    7.7968750000e-01
         1   -4.5426424458e+01    2.0640629382e+03   -8.2789986667e+01    3.7363562210e+01   -1.1086736119e+01   -5.1102678377e+01   -2.6492832332e+01    5.8922601604e+00   -1.0828184673e+01    2.0000000000e+01    2.7688274007e-02    8.0520833333e-01
         2   -4.5150761071e+01    2.0393536956e+03   -8.1081712892e+01    3.5930951820e+01   -1.0460611008e+01   -5.1102678377e+01   -2.3856201773e+01    4.3377782659e+00   -1.0241552108e+01    2.0000000000e+01    2.5073026489e-02    8.1041666667e-01
         3   -4.4745202311e+01    2.0032798699e+03   -8.5594307212e+01    4.0849104901e+01   -1.0273989371e+01   -5.1102678377e+01   -2.5935450719e+01    1.7178112546e+00   -9.9243401729e+00    2.0000000000e+01    2.8476819498e-02    8.1406250000e-01
         4   -4.4862764536e+01    2.0138223330e+03   -8.0296913437e+01    3.5434148901e+01   -9.5415784762e+00   -5.1102678377e+01   -2.4175161313e+01    4.5225047294e+00   -9.2091538722e+00    2.0000000000e+01    3.5158210500e-02    7.9270833333e-01
         5   -4.5155936370e+01    2.0398273544e+03   -8.0550479996e+01    3.5394543626e+01   -1.1256065268e+01   -5.1102678377e+01   -2.1264824991e+01    3.0730886392e+00   -1.1119087011e+01    2.0000000000e+01    3.3476417499e-02    8.2395833333e-01
         6   -4.5125456732e+01    2.0377051384e+03   -7.8902987217e+01    3.3777530486e+01   -9.7604438438e+00   -5.1102678377e+01   -2.2407557052e+01    4.3676920548e+00   -9.3969567889e+00    2.0000000000e+01    2.6251039999e-02    7.9687500000e-01
         7   -4.5277495350e+01    2.0511259125e+03   -8.1606809149e+01    3.6329313799e+01   -1.0913088218e+01   -5.1102678377e+01   -2.5376485245e+01    5.7854426913e+00   -1.0573849344e+01    2.0000000000e+01    2.5400261999e-02    7.9479166667e-01
         8   -4.4603795006e+01    1.9900770416e+03   -8.2540645989e+01    3.7936850983e+01   -1.0674935789e+01   -5.1102678377e+01   -2.6547697561e+01    5.7846657382e+00   -1.0281200687e+01    2.0000000000e+01    2.7529738494e-02    7.9687500000e-01
         9   -4.4935998306e+01    2.0201925324e+03   -8.3925588596e+01    3.8989590290e+01   -1.1044117115e+01   -5.1102678377e+01   -2.4562543092e+01    2.7837499885e+00   -1.0617241292e+01    2.0000000000e+01    3.3117804007e-02    7.9270833333e-01
