#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.6025006616e+01    2.1187629225e+03   -7.7135254147e+01    3.1110247531e+01   -1.1493127326e+01   -5.1102678377e+01   -2.1173985473e+01    6.6345370276e+00   -1.1160219076e+01    2.0000000000e+01    2.4033258494e-02    8.2031250000e-01
         1   -4.5431094837e+01    2.0650087777e+03   -7.9735358669e+01    3.4304263832e+01   -1.0625410388e+01   -5.1102678377e+01   -2.2816863735e+01    4.8095938299e+00   -1.0170205379e+01    2.0000000000e+01    2.4286916996e-02    8.0364583333e-01
         2   -4.5756061576e+01    2.0941903476e+03   -7.8397921020e+01    3.2641859444e+01   -1.0522125552e+01   -5.1102678377e+01   -2.1708330445e+01    4.9352133536e+00   -1.0184431762e+01    2.0000000000e+01    2.5138869503e-02    8.1145833333e-01
         3   -4.5997159430e+01    2.1165337674e+03   -8.0179589531e+01    3.4182430100e+01   -1.1930862234e+01   -5.1102678377e+01   -2.2670191788e+01    5.5241428672e+00   -1.1634801511e+01    2.0000000000e+01    2.3608509502e-02    8.0937500000e-01
         4   -4.5988740456e+01    2.1154900064e+03   -7.6677448709e+01    3.0688708253e+01   -1.2064688005e+01   -5.1102678377e+01   -1.7676496138e+01    4.1664138110e+00   -1.1784313177e+01    2.0000000000e+01    2.5468319000e-02    8.0572916667e-01
         5   -4.5922067950e+01    2.1098172214e+03   -8.2980841207e+01    3.7058773256e+01   -1.1466714848e+01   -5.1102678377e+01   -2.7016986746e+01    6.6055387637e+00   -1.1235926868e+01    2.0000000000e+01    3.3764202497e-02    8.1770833333e-01
         6   -4.5876854723e+01    2.1055487857e+03   -7.7726767535e+01    3.1849912812e+01   -1.1482260369e+01   -5.1102678377e+01   -2.0570801807e+01    5.4289730178e+00   -1.1139565195e+01    2.0000000000e+01    4.1641334006e-02    8.1927083333e-01
         7   -4.6042833686e+01    2.1204938615e+03   -7.9259687432e+01    3.3216853746e+01   -1.0740189661e+01   -5.1102678377e+01   -2.3671414173e+01    6.2545947784e+00   -1.0457270647e+01    2.0000000000e+01    3.8964211497e-02    8.1302083333e-01
         8   -4.5806943615e+01    2.0991577055e+03   -7.6425293918e+01    3.0618350303e+01   -1.2018462018e+01   -5.1102678377e+01   -1.7865705426e+01    4.5615519033e+00   -1.1708312480e+01    2.0000000000e+01    2.2838848505e-02    8.0781250000e-01
         9   -4.5898877393e+01    2.1072394800e+03   -7.8450771641e+01    3.2551894248e+01   -1.1900988539e+01   -5.1102678377e+01   -1.9128099729e+01    3.6809950031e+00   -1.1543355129e+01    2.0000000000e+01    2.4311340996e-02    8.1197916667e-01
        10   -4.5626400449e+01    2.0825673183e+03   -8.0559640311e+01    3.4933239862e+01   -1.1155373525e+01   -5.1102678377e+01   -2.2576772623e+01    4.2751842125e+00   -1.0907845116e+01    2.0000000000e+01    2.3993460505e-02    8.1562500000e-01
        11   -4.5807223730e+01    2.0993329192e+03   -7.8941118085e+01    3.3133894355e+01   -1.1396595811e+01   -5.1102678377e+01   -2.1844455569e+01    5.4026116717e+00   -1.1010683552e+01    2.0000000000e+01    2.3807068501e-02    7.9947916667e-01
        12   -4.6392708609e+01    2.1543572644e+03   -7.7752130982e+01    3.1359422373e+01   -1.0995597834e+01   -5.1102678377e+01   -2.1607815837e+01    5.9539610659e+00   -1.0782997232e+01    2.0000000000e+01    2.4675018998e-02    8.2135416667e-01
        13   -4.6113928098e+01    2.1273940017e+03   -7.9289698709e+01    3.3175770611e+01   -1.1603867190e+01   -5.1102678377e+01   -2.0489219706e+01    3.9060665629e+00   -1.1333865021e+01    2.0000000000e+01    2.4442546499e-02    8.2656250000e-01
        14   -4.5682368768e+01    2.0881611210e+03   -7.8870951218e+01    3.3188582450e+01   -1.1708110135e+01   -5.1102678377e+01   -2.1776848853e+01    5.7166861468e+00   -1.1314549986e+01    2.0000000000e+01    2.4637383998e-02    8.0520833333e-01
        15   -4.5838409747e+01    2.1024635451e+03   -8.1079826174e+01    3.5241416427e+01   -1.0050506667e+01   -5.1102678377e+01   -2.3805599464e+01    3.8789583344e+00   -9.7189247574e+00    2.0000000000e+01    2.4231542498e-02    7.9375000000e-01
        16   -4.5852714939e+01    2.1034478915e+03   -7.9970382717e+01    3.4117667779e+01   -1.1592215327e+01   -5.1102678377e+01   -2.3578982166e+01    6.3034931521e+00   -1.1310447090e+01    2.0000000000e+01    2.4446632502e-02    8.0625000000e-01
