#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5931506719e+01    2.1104575266e+03   -7.7101016070e+01    3.1169509351e+01   -1.1375536715e+01   -5.1102678377e+01   -2.0661593132e+01    6.0387921532e+00   -1.1039288792e+01    2.0000000000e+01    3.1096071005e-02    8.1875000000e-01
         1   -4.5432003891e+01    2.0652567729e+03   -8.3549265190e+01    3.8117261299e+01   -1.0170598977e+01   -5.1102678377e+01   -2.6514761673e+01    4.2387738371e+00   -9.9118549425e+00    2.0000000000e+01    2.3936964004e-02    8.1302083333e-01
         2   -4.5573765891e+01    2.0779032675e+03   -7.4380261041e+01    2.8806495150e+01   -1.0096375201e+01   -5.1102678377e+01   -1.7603545386e+01    4.4223379229e+00   -9.7907681977e+00    2.0000000000e+01    3.2725068500e-02    8.0208333333e-01
         3   -4.5884977943e+01    2.1063013322e+03   -8.1575834411e+01    3.5690856469e+01   -1.1129038363e+01   -5.1102678377e+01   -2.2446363092e+01    3.1022454203e+00   -1.0924165568e+01    2.0000000000e+01    4.1780883003e-02    8.2656250000e-01
         4   -4.5777655404e+01    2.0967322104e+03   -7.8286092867e+01    3.2508437463e+01   -1.0673085884e+01   -5.1102678377e+01   -2.1543899782e+01    5.0335711746e+00   -1.0435359419e+01    2.0000000000e+01    2.5381551997e-02    8.2708333333e-01
         5   -4.6212293946e+01    2.1359259284e+03   -7.9566843468e+01    3.3354549521e+01   -1.2340364646e+01   -5.1102678377e+01   -2.0992477335e+01    4.8686768898e+00   -1.2009761486e+01    2.0000000000e+01    3.1971405508e-02    8.1458333333e-01
         6   -4.5903035342e+01    2.1088905857e+03   -7.6712107027e+01    3.0809071685e+01   -1.0490935139e+01   -5.1102678377e+01   -2.3218337400e+01    8.0998438881e+00   -1.0241314559e+01    2.0000000000e+01    2.3686977998e-02    8.1093750000e-01
         7   -4.6279218295e+01    2.1424695353e+03   -8.1945467174e+01    3.5666248878e+01   -1.1058449584e+01   -5.1102678377e+01   -2.4993471294e+01    5.2091320819e+00   -1.0772143317e+01    2.0000000000e+01    3.0852812000e-02    8.1302083333e-01
         8   -4.5807078376e+01    2.0999163180e+03   -8.0860440491e+01    3.5053362115e+01   -1.0519350214e+01   -5.1102678377e+01   -2.3849129752e+01    4.6107178520e+00   -1.0186212463e+01    2.0000000000e+01    3.2036037497e-02    7.9635416667e-01
         9   -4.5571149209e+01    2.0776562909e+03   -8.0567659499e+01    3.4996510290e+01   -1.1217515791e+01   -5.1102678377e+01   -2.2211370391e+01    3.9639050593e+00   -1.0949748812e+01    2.0000000000e+01    4.4875965497e-02    8.1041666667e-01
        10   -4.6074443802e+01    2.1237065802e+03   -7.8199090940e+01    3.2124647138e+01   -1.1445125172e+01   -5.1102678377e+01   -2.0395501646e+01    4.7442142542e+00   -1.1131132986e+01    2.0000000000e+01    3.7284793500e-02    8.2083333333e-01
        11   -4.5577936877e+01    2.0784355014e+03   -8.2884385220e+01    3.7306448343e+01   -1.1002778172e+01   -5.1102678377e+01   -2.3580122973e+01    2.8011943018e+00   -1.0717646729e+01    2.0000000000e+01    3.1493739501e-02    8.1562500000e-01
