#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5118926995e+01    2.0367874768e+03   -8.1792035947e+01    3.6673108952e+01   -1.0782009593e+01   -5.1102678377e+01   -2.3254928905e+01    3.3475809270e+00   -1.0491554310e+01    1.6000000000e+02    2.7824677940e-02    7.9993489583e-01
         1   -4.5182248165e+01    2.0424385969e+03   -8.1109823446e+01    3.5927575280e+01   -1.0940743794e+01   -5.1102678377e+01   -2.3107022427e+01    4.0406211516e+00   -1.0636876321e+01    1.6000000000e+02    3.6081541627e-02    7.9557291667e-01
         2   -4.5061503785e+01    2.0314092429e+03   -8.1101398577e+01    3.6039894792e+01   -1.0905728443e+01   -5.1102678377e+01   -2.3443557577e+01    4.3505658193e+00   -1.0566520472e+01    1.6000000000e+02    3.5159179562e-02    8.0260416667e-01
         3   -4.4925028598e+01    2.0189983583e+03   -8.3402302679e+01    3.8477274081e+01   -1.0841441246e+01   -5.1102678377e+01   -2.6005140320e+01    4.5469572638e+00   -1.0542129762e+01    1.6000000000e+02    3.5759051874e-02    8.0319010417e-01
         4   -4.5081598933e+01    2.0333345499e+03   -8.2052533391e+01    3.6970934458e+01   -1.1133543411e+01   -5.1102678377e+01   -2.4622365322e+01    4.8060537181e+00   -1.0839132036e+01    1.6000000000e+02    3.3437337938e-02    7.9837239583e-01
         5   -4.4846529769e+01    2.0123285036e+03   -8.1328827184e+01    3.6482297416e+01   -1.0672435763e+01   -5.1102678377e+01   -2.3858032700e+01    4.3043196558e+00   -1.0305167787e+01    1.6000000000e+02    3.5202737563e-02    7.9772135417e-01
         6   -4.5022710004e+01    2.0281893652e+03   -8.1685506866e+01    3.6662796862e+01   -1.0866453394e+01   -5.1102678377e+01   -2.3880681785e+01    4.1643066900e+00   -1.0540336973e+01    1.6000000000e+02    3.6544136686e-02    8.0292968750e-01
         7   -4.5256127518e+01    2.0489265364e+03   -8.2241193445e+01    3.6985065928e+01   -1.1389119554e+01   -5.1102678377e+01   -2.3116375563e+01    3.3669800483e+00   -1.1116994544e+01    1.6000000000e+02    3.4314633125e-02    8.0130208333e-01
         8   -4.4990695093e+01    2.0251521622e+03   -8.1399484371e+01    3.6408789279e+01   -1.0489924566e+01   -5.1102678377e+01   -2.4401418982e+01    4.5945375539e+00   -1.0206827980e+01    1.6000000000e+02    3.6594507565e-02    8.0130208333e-01
         9   -4.4977999990e+01    2.0241063474e+03   -8.1217997468e+01    3.6239997478e+01   -1.0726530224e+01   -5.1102678377e+01   -2.4063578664e+01    4.6747897969e+00   -1.0403370595e+01    1.6000000000e+02    3.2652294689e-02    8.0429687500e-01
