#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5032601559e+01    2.0289848423e+03   -8.2153265951e+01    3.7120664392e+01   -1.0797051550e+01   -5.1102678377e+01   -2.4455136405e+01    4.2016003801e+00   -1.0471019238e+01    2.0040000000e+03    5.2630453675e-01    9.9007310379e-01
         1   -4.5158190849e+01    2.0401881357e+03   -8.1711276350e+01    3.6553085502e+01   -1.0917358272e+01   -5.1102678377e+01   -2.4261316219e+01    4.5700765176e+00   -1.0615910687e+01    2.0070000000e+03    5.3163035575e-01    9.8987975368e-01
         2   -4.5197342153e+01    2.0436981302e+03   -8.1381322402e+01    3.6183980249e+01   -1.1013028529e+01   -5.1102678377e+01   -2.3797634384e+01    4.5320188870e+00   -1.0724304583e+01    2.0020000000e+03    5.4076113725e-01    9.9021757605e-01
         3   -4.5248281680e+01    2.0483075505e+03   -8.1834715381e+01    3.6586433701e+01   -1.1109775104e+01   -5.1102678377e+01   -2.3995959146e+01    4.3736972455e+00   -1.0833691402e+01    1.9880000000e+03    5.3610263425e-01    9.9003939911e-01
         4   -4.5212309646e+01    2.0451384826e+03   -8.2079334057e+01    3.6867024410e+01   -1.1102903552e+01   -5.1102678377e+01   -2.4507837980e+01    4.6340858521e+00   -1.0850777983e+01    1.9670000000e+03    5.1365545950e-01    9.9062907965e-01
         5   -4.5266387516e+01    2.0500231383e+03   -8.2137885508e+01    3.6871497992e+01   -1.0986245643e+01   -5.1102678377e+01   -2.4528971819e+01    4.4800103304e+00   -1.0738303672e+01    1.9580000000e+03    5.1864605075e-01    9.9053293802e-01
         6   -4.5242520788e+01    2.0478272607e+03   -8.2426039359e+01    3.7183518571e+01   -1.1119185281e+01   -5.1102678377e+01   -2.4560726019e+01    4.3565503185e+00   -1.0858193258e+01    1.9530000000e+03    5.0028344850e-01    9.8972596859e-01
         7   -4.5235512819e+01    2.0472405849e+03   -8.1938937940e+01    3.6703425121e+01   -1.1093010217e+01   -5.1102678377e+01   -2.4099187094e+01    4.3559377472e+00   -1.0820600065e+01    1.9280000000e+03    5.0306600825e-01    9.8962006419e-01
         8   -4.5180935704e+01    2.0423378024e+03   -8.1805602563e+01    3.6624666859e+01   -1.0916785762e+01   -5.1102678377e+01   -2.4139467578e+01    4.3533291538e+00   -1.0638032090e+01    1.9020000000e+03    5.0624121225e-01    9.8999395764e-01
         9   -4.5226299379e+01    2.0464530394e+03   -8.1658585222e+01    3.6432285842e+01   -1.0974777023e+01   -5.1102678377e+01   -2.3873014352e+01    4.2918845296e+00   -1.0676436412e+01    1.8830000000e+03    5.2930724900e-01    9.9035584460e-01
        10   -4.5217241826e+01    2.0455714259e+03   -8.1709376127e+01    3.6492134301e+01   -1.1049415460e+01   -5.1102678377e+01   -2.3665833021e+01    4.1085507314e+00   -1.0764439832e+01    1.8930000000e+03    5.2652891750e-01    9.8965483560e-01
        11   -4.5225835062e+01    2.0463641868e+03   -8.1339419509e+01    3.6113584447e+01   -1.0962434538e+01   -5.1102678377e+01   -2.3632482051e+01    4.3581754566e+00   -1.0680222026e+01    1.8930000000e+03    5.0859946525e-01    9.9066742573e-01
        12   -4.5197436952e+01    2.0438185583e+03   -8.1902308034e+01    3.6704871081e+01   -1.1059267865e+01   -5.1102678377e+01   -2.4131174629e+01    4.3908128367e+00   -1.0766231666e+01    1.9060000000e+03    5.1430653525e-01    9.9082023497e-01
        13   -4.5186960966e+01    2.0429564958e+03   -8.1675339636e+01    3.6488378670e+01   -1.0989358396e+01   -5.1102678377e+01   -2.3891909206e+01    4.3086063419e+00   -1.0721929819e+01    1.9290000000e+03    5.1887745525e-01    9.9099544558e-01
        14   -4.5222788388e+01    2.0462426307e+03   -8.1485469434e+01    3.6262681047e+01   -1.0975164072e+01   -5.1102678377e+01   -2.3720529508e+01    4.3129025230e+00   -1.0710770978e+01    1.9440000000e+03    5.2211095450e-01    9.9071507631e-01
        15   -4.5302648803e+01    2.0534846106e+03   -8.1358836785e+01    3.6056187982e+01   -1.1115630807e+01   -5.1102678377e+01   -2.3697284959e+01    4.5567573570e+00   -1.0859769955e+01    1.9940000000e+03    5.2855718550e-01    9.9033416442e-01
        16   -4.5263208273e+01    2.0497042279e+03   -8.1393606245e+01    3.6130397972e+01   -1.1172288811e+01   -5.1102678377e+01   -2.3452420265e+01    4.3337812079e+00   -1.0922503976e+01    1.9930000000e+03    5.5602424801e-01    9.9030313677e-01
        17   -4.5287758526e+01    2.0519030373e+03   -8.1337922908e+01    3.6050164382e+01   -1.1251017072e+01   -5.1102678377e+01   -2.3310767707e+01    4.3265402471e+00   -1.0989767078e+01    2.0110000000e+03    5.5346640200e-01    9.9053995139e-01
        18   -4.5276737318e+01    2.0509042908e+03   -8.1702558560e+01    3.6425821242e+01   -1.1037843743e+01   -5.1102678377e+01   -2.3984035200e+01    4.4219987595e+00   -1.0781267453e+01    2.0330000000e+03    5.6721712825e-01    9.9058912596e-01
        19   -4.5334306105e+01    2.0561519492e+03   -8.1931837106e+01    3.6597531001e+01   -1.1005976973e+01   -5.1102678377e+01   -2.4118097805e+01    4.2949160483e+00   -1.0755489598e+01    2.0490000000e+03    5.6484394125e-01    9.9018872356e-01
