#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5259954191e+01    2.0494298310e+03   -8.1579441218e+01    3.6319487027e+01   -1.1148609833e+01   -5.1102678377e+01   -2.3545052518e+01    4.2168995099e+00   -1.0898405672e+01    8.0140000000e+03    2.4487291092e+00    9.9635040579e-01
         1   -4.5239506734e+01    2.0475748969e+03   -8.1450338503e+01    3.6210831769e+01   -1.1037011059e+01   -5.1102678377e+01   -2.3704749034e+01    4.3940999667e+00   -1.0771276672e+01    7.9970000000e+03    2.4137590925e+00    9.9618163108e-01
         2   -4.5250437974e+01    2.0485353622e+03   -8.1338803901e+01    3.6088365926e+01   -1.1034509429e+01   -5.1102678377e+01   -2.3468482160e+01    4.2668660644e+00   -1.0759374476e+01    8.0480000000e+03    2.4448137830e+00    9.9604641945e-01
         3   -4.5285770840e+01    2.0517525936e+03   -8.1464354465e+01    3.6178583625e+01   -1.1117048594e+01   -5.1102678377e+01   -2.3463520440e+01    4.2188929455e+00   -1.0839258749e+01    7.9390000000e+03    2.3970165780e+00    9.9608433311e-01
         4   -4.5291811833e+01    2.0523219380e+03   -8.1993850396e+01    3.6702038563e+01   -1.1038443540e+01   -5.1102678377e+01   -2.4065182597e+01    4.2124541180e+00   -1.0756843583e+01    7.7460000000e+03    2.3610831485e+00    9.9605978009e-01
         5   -4.5310611525e+01    2.0540036380e+03   -8.2073663383e+01    3.6763051858e+01   -1.1161550721e+01   -5.1102678377e+01   -2.4094043892e+01    4.2846096076e+00   -1.0895358782e+01    7.8000000000e+03    2.3823354967e+00    9.9590480713e-01
         6   -4.5283927692e+01    2.0515608686e+03   -8.1890575145e+01    3.6606647453e+01   -1.1078902997e+01   -5.1102678377e+01   -2.4043272556e+01    4.3342787849e+00   -1.0803031076e+01    7.9730000000e+03    2.4021975175e+00    9.9615052508e-01
         7   -4.5289870534e+01    2.0521221207e+03   -8.1676189296e+01    3.6386318762e+01   -1.1126246986e+01   -5.1102678377e+01   -2.3752307434e+01    4.3050434997e+00   -1.0859202761e+01    8.0310000000e+03    2.4445712780e+00    9.9621444286e-01
         8   -4.5325640943e+01    2.0553642587e+03   -8.1250809544e+01    3.5925168601e+01   -1.1184707221e+01   -5.1102678377e+01   -2.3291648035e+01    4.3282240889e+00   -1.0923609115e+01    7.9230000000e+03    2.4239898178e+00    9.9622236129e-01
         9   -4.5299970568e+01    2.0531544376e+03   -8.1505112854e+01    3.6205142286e+01   -1.1254734274e+01   -5.1102678377e+01   -2.3341354143e+01    4.1936539396e+00   -1.1005642522e+01    7.9260000000e+03    2.3978591490e+00    9.9646149056e-01
        10   -4.5325266349e+01    2.0553654861e+03   -8.1657565948e+01    3.6332299599e+01   -1.1195917807e+01   -5.1102678377e+01   -2.4001481982e+01    4.6425122174e+00   -1.0942314389e+01    7.9110000000e+03    2.4523316683e+00    9.9625758615e-01
        11   -4.5278205524e+01    2.0511451149e+03   -8.1968698256e+01    3.6690492732e+01   -1.1093341667e+01   -5.1102678377e+01   -2.4279313779e+01    4.5066355667e+00   -1.0834296603e+01    8.0510000000e+03    2.4571534963e+00    9.9617685082e-01
        12   -4.5262163400e+01    2.0497383703e+03   -8.1945429318e+01    3.6683265919e+01   -1.0887099154e+01   -5.1102678377e+01   -2.4481353536e+01    4.5257017489e+00   -1.0632922567e+01    8.2010000000e+03    2.4682830493e+00    9.9586975980e-01
        13   -4.5296250037e+01    2.0527556866e+03   -8.1975512382e+01    3.6679262346e+01   -1.1009842058e+01   -5.1102678377e+01   -2.4412789051e+01    4.5497971041e+00   -1.0740904755e+01    8.1000000000e+03    2.4816688420e+00    9.9600477913e-01
        14   -4.5257765387e+01    2.0492646906e+03   -8.1155879518e+01    3.5898114131e+01   -1.1001910229e+01   -5.1102678377e+01   -2.3677931050e+01    4.6266401379e+00   -1.0732810134e+01    7.9650000000e+03    2.4545360048e+00    9.9607661325e-01
        15   -4.5248714310e+01    2.0485152787e+03   -8.1063746012e+01    3.5815031702e+01   -1.1052879809e+01   -5.1102678377e+01   -2.3451557424e+01    4.5433695977e+00   -1.0779611154e+01    7.8990000000e+03    2.4679066652e+00    9.9592785463e-01
        16   -4.5278493409e+01    2.0511787419e+03   -8.0848336239e+01    3.5569842831e+01   -1.1075376281e+01   -5.1102678377e+01   -2.3253237017e+01    4.5829554354e+00   -1.0817975306e+01    7.8560000000e+03    2.4325694817e+00    9.9615736505e-01
        17   -4.5300089091e+01    2.0530826774e+03   -8.1487225916e+01    3.6187136825e+01   -1.1197790375e+01   -5.1102678377e+01   -2.3943451112e+01    4.7566939473e+00   -1.0952553247e+01    7.9370000000e+03    2.4301617185e+00    9.9622192887e-01
        18   -4.5223553781e+01    2.0461458212e+03   -8.1849605330e+01    3.6626051549e+01   -1.1020385037e+01   -5.1102678377e+01   -2.4633604477e+01    4.9070625609e+00   -1.0756640554e+01    8.0040000000e+03    2.4662874293e+00    9.9612679857e-01
        19   -4.5222311956e+01    2.0461083730e+03   -8.2157714821e+01    3.6935402865e+01   -1.0952026856e+01   -5.1102678377e+01   -2.4735908258e+01    4.6328986690e+00   -1.0700484575e+01    8.1130000000e+03    2.4920546795e+00    9.9623280295e-01
        20   -4.5221956558e+01    2.0460920666e+03   -8.2099543201e+01    3.6877586643e+01   -1.0851556656e+01   -5.1102678377e+01   -2.4753552440e+01    4.6082442715e+00   -1.0584903683e+01    7.9970000000e+03    2.4645005568e+00    9.9596849834e-01
