#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5321877847e+01    2.0550213196e+03   -8.2166120756e+01    3.6844242909e+01   -1.1060182210e+01   -5.1102678377e+01   -2.4236026315e+01    4.2327661453e+00   -1.0802048925e+01    4.0270000000e+03    1.1212447570e+00    9.9036686484e-01
         1   -4.5320049643e+01    2.0548341482e+03   -8.2382623923e+01    3.7062574280e+01   -1.1106445360e+01   -5.1102678377e+01   -2.4554693146e+01    4.3811929594e+00   -1.0839107891e+01    4.0060000000e+03    1.1037397335e+00    9.9025663970e-01
         2   -4.5264914558e+01    2.0499678537e+03   -8.2149984352e+01    3.6885069794e+01   -1.1056619098e+01   -5.1102678377e+01   -2.4496563907e+01    4.5058770303e+00   -1.0789705096e+01    4.0260000000e+03    1.1471338070e+00    9.9069694757e-01
         3   -4.5277648879e+01    2.0510484113e+03   -8.1900807449e+01    3.6623158570e+01   -1.0892870613e+01   -5.1102678377e+01   -2.4580593308e+01    4.6753348489e+00   -1.0629304408e+01    3.8900000000e+03    1.0921231785e+00    9.9128896380e-01
         4   -4.5275509476e+01    2.0508374029e+03   -8.2523654336e+01    3.7248144860e+01   -1.0971706922e+01   -5.1102678377e+01   -2.4790480519e+01    4.3412114821e+00   -1.0722314209e+01    3.7930000000e+03    1.1067020165e+00    9.9047195987e-01
         5   -4.5270192447e+01    2.0504097829e+03   -8.1794158153e+01    3.6523965707e+01   -1.0789574261e+01   -5.1102678377e+01   -2.4193201457e+01    4.2912959414e+00   -1.0531698505e+01    3.8090000000e+03    1.0783417740e+00    9.9016919502e-01
         6   -4.5218654163e+01    2.0456992143e+03   -8.1543305475e+01    3.6324651311e+01   -1.1004892182e+01   -5.1102678377e+01   -2.3855162145e+01    4.4194272295e+00   -1.0737361375e+01    3.8380000000e+03    1.0767053292e+00    9.9051973284e-01
         7   -4.5239034110e+01    2.0474595205e+03   -8.2221676921e+01    3.6982642811e+01   -1.1017820282e+01   -5.1102678377e+01   -2.4487442929e+01    4.3862646663e+00   -1.0756731403e+01    3.8500000000e+03    1.1150425292e+00    9.9033170522e-01
         8   -4.5223541486e+01    2.0460913755e+03   -8.1726765514e+01    3.6503224028e+01   -1.0981766081e+01   -5.1102678377e+01   -2.4105002244e+01    4.4626811876e+00   -1.0713305788e+01    3.7490000000e+03    1.0982725090e+00    9.9074017208e-01
         9   -4.5293948995e+01    2.0525791591e+03   -8.1804501506e+01    3.6510552511e+01   -1.1047408518e+01   -5.1102678377e+01   -2.4385680731e+01    4.7312661198e+00   -1.0784731246e+01    3.8320000000e+03    1.1019977580e+00    9.9068461876e-01
