#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5066806962e+01    2.0322622246e+03   -8.1899491297e+01    3.6832684335e+01   -1.0734303535e+01   -5.1102678377e+01   -2.4134565931e+01    4.0720565463e+00   -1.0410062894e+01    1.6000000000e+02    2.4852132814e-02    8.0338541667e-01
         1   -4.5011077388e+01    2.0267576980e+03   -8.0007113776e+01    3.4996036388e+01   -1.0591099433e+01   -5.1102678377e+01   -2.2740448140e+01    4.4271121730e+00   -1.0269370404e+01    1.6000000000e+02    3.3537897441e-02    8.0742187500e-01
         2   -4.5010573122e+01    2.0271602520e+03   -8.2045831713e+01    3.7035258591e+01   -1.0680108602e+01   -5.1102678377e+01   -2.5003278174e+01    4.7402334395e+00   -1.0388308704e+01    1.6000000000e+02    3.6403150564e-02    8.0084635417e-01
         3   -4.5143403236e+01    2.0389198436e+03   -8.2206494568e+01    3.7063091333e+01   -1.0754917222e+01   -5.1102678377e+01   -2.5391106517e+01    5.0422075473e+00   -1.0470473589e+01    1.6000000000e+02    3.4467002438e-02    7.9817708333e-01
         4   -4.5020175765e+01    2.0280613566e+03   -8.1241189659e+01    3.6221013894e+01   -1.0703279073e+01   -5.1102678377e+01   -2.3961873077e+01    4.5266408677e+00   -1.0394254451e+01    1.6000000000e+02    3.4116227311e-02    7.9902343750e-01
         5   -4.5123203206e+01    2.0371703325e+03   -8.1741951180e+01    3.6618747974e+01   -1.0674694316e+01   -5.1102678377e+01   -2.4297851418e+01    4.3332729306e+00   -1.0389941138e+01    1.6000000000e+02    3.3467151064e-02    8.0683593750e-01
         6   -4.5056418141e+01    2.0312098914e+03   -8.1703462624e+01    3.6647044483e+01   -1.0779144280e+01   -5.1102678377e+01   -2.4229666865e+01    4.4080268976e+00   -1.0503500297e+01    1.6000000000e+02    3.2376976686e-02    8.0104166667e-01
         7   -4.5301889077e+01    2.0531169715e+03   -8.2444613042e+01    3.7142723966e+01   -1.0856650331e+01   -5.1102678377e+01   -2.4837925748e+01    4.3526414135e+00   -1.0586238142e+01    1.6000000000e+02    3.7572900373e-02    7.9889322917e-01
         8   -4.4974311585e+01    2.0236446829e+03   -7.9958320263e+01    3.4984008678e+01   -1.0709097521e+01   -5.1102678377e+01   -2.2982668127e+01    4.8361237616e+00   -1.0394731264e+01    1.6000000000e+02    3.4277145374e-02    8.0618489583e-01
         9   -4.5274590210e+01    2.0506775252e+03   -8.1823523528e+01    3.6548933318e+01   -1.1083040899e+01   -5.1102678377e+01   -2.4110017003e+01    4.4722127510e+00   -1.0804963326e+01    1.6000000000e+02    3.1388987813e-02    7.9544270833e-01
        10   -4.5324860590e+01    2.0552531955e+03   -8.2005588450e+01    3.6680727860e+01   -1.1104684173e+01   -5.1102678377e+01   -2.4538837521e+01    4.7406116197e+00   -1.0826913212e+01    1.6000000000e+02    3.2407623561e-02    7.9850260417e-01
        11   -4.5052552959e+01    2.0305488873e+03   -8.0366974229e+01    3.5314421271e+01   -1.0589965959e+01   -5.1102678377e+01   -2.3902169427e+01    5.2278395333e+00   -1.0307163616e+01    1.6000000000e+02    3.3121512063e-02    8.0071614583e-01
        12   -4.5130390652e+01    2.0377675000e+03   -8.0685263926e+01    3.5554873274e+01   -1.0958628342e+01   -5.1102678377e+01   -2.3290763201e+01    4.6668059928e+00   -1.0638287282e+01    1.6000000000e+02    3.5110547999e-02    8.0768229167e-01
        13   -4.4992464704e+01    2.0256356404e+03   -8.0829830455e+01    3.5837365752e+01   -1.0776975147e+01   -5.1102678377e+01   -2.3984325770e+01    5.0341488382e+00   -1.0475522208e+01    1.6000000000e+02    3.4636231876e-02    8.0312500000e-01
        14   -4.5077423940e+01    2.0331175014e+03   -8.1805359516e+01    3.6727935576e+01   -1.0627506273e+01   -5.1102678377e+01   -2.3545384133e+01    3.4702092672e+00   -1.0340239839e+01    1.6000000000e+02    3.3870741000e-02    7.9895833333e-01
        15   -4.5072310318e+01    2.0327994031e+03   -8.2896929835e+01    3.7824619517e+01   -1.0841406307e+01   -5.1102678377e+01   -2.5505035902e+01    4.5521907515e+00   -1.0516803610e+01    1.6000000000e+02    3.0293416064e-02    7.9850260417e-01
        16   -4.4958662722e+01    2.0223219425e+03   -8.1925421972e+01    3.6966759250e+01   -1.0452264196e+01   -5.1102678377e+01   -2.5216208061e+01    4.8457286619e+00   -1.0105629680e+01    1.6000000000e+02    3.5529787876e-02    7.9596354167e-01
        17   -4.5108252616e+01    2.0362405296e+03   -8.1627604362e+01    3.6519351747e+01   -1.0319149683e+01   -5.1102678377e+01   -2.4007624863e+01    3.8018485602e+00   -1.0053340513e+01    1.6000000000e+02    3.0371491374e-02    8.0338541667e-01
        18   -4.5053908842e+01    2.0310793645e+03   -8.2254027843e+01    3.7200119000e+01   -1.1179709368e+01   -5.1102678377e+01   -2.4063415301e+01    4.0917752024e+00   -1.0879794999e+01    1.6000000000e+02    3.5010148374e-02    7.9869791667e-01
        19   -4.5040332078e+01    2.0297084694e+03   -8.1995528811e+01    3.6955196733e+01   -1.0648992736e+01   -5.1102678377e+01   -2.4863915235e+01    4.6200575363e+00   -1.0321213057e+01    1.6000000000e+02    3.0542490563e-02    8.0201822917e-01
        20   -4.5043674839e+01    2.0298917407e+03   -8.1325036227e+01    3.6281361388e+01   -1.0447109439e+01   -5.1102678377e+01   -2.4142246967e+01    4.3669985559e+00   -1.0151522077e+01    1.6000000000e+02    3.3012397626e-02    7.9583333333e-01
        21   -4.4965424205e+01    2.0232902837e+03   -8.0750050779e+01    3.5784626574e+01   -1.0566071637e+01   -5.1102678377e+01   -2.3287518115e+01    4.2062173497e+00   -1.0230249055e+01    1.6000000000e+02    3.5151752689e-02    8.0162760417e-01
        22   -4.5050048192e+01    2.0304626045e+03   -8.0813207235e+01    3.5763159042e+01   -1.0689278572e+01   -5.1102678377e+01   -2.3514649556e+01    4.4933992703e+00   -1.0360030624e+01    1.6000000000e+02    3.3314739312e-02    8.0416666667e-01
        23   -4.5048463578e+01    2.0304259360e+03   -8.0031387845e+01    3.4982924267e+01   -1.0771453770e+01   -5.1102678377e+01   -2.2665935803e+01    4.5086801042e+00   -1.0452534790e+01    1.6000000000e+02    3.0469306126e-02    8.0748697917e-01
        24   -4.5106004437e+01    2.0355872600e+03   -8.1139614013e+01    3.6033609576e+01   -1.0749467702e+01   -5.1102678377e+01   -2.4085174769e+01    4.7977068344e+00   -1.0411195018e+01    1.6000000000e+02    3.3284963940e-02    8.0156250000e-01
        25   -4.5049028905e+01    2.0305145716e+03   -8.1040320695e+01    3.5991291790e+01   -1.1005718035e+01   -5.1102678377e+01   -2.2944660821e+01    4.0127365367e+00   -1.0684036028e+01    1.6000000000e+02    3.4517465188e-02    8.0110677083e-01
        26   -4.5103423546e+01    2.0355393937e+03   -8.0445694983e+01    3.5342271437e+01   -1.0889734629e+01   -5.1102678377e+01   -2.2906412768e+01    4.4531307908e+00   -1.0585246866e+01    1.6000000000e+02    3.2946883499e-02    7.9980468750e-01
        27   -4.5002366195e+01    2.0261035891e+03   -8.2212943055e+01    3.7210576860e+01   -1.0631809634e+01   -5.1102678377e+01   -2.4729841150e+01    4.2513861051e+00   -1.0315134567e+01    1.6000000000e+02    3.5626345438e-02    7.9830729167e-01
        28   -4.4949441896e+01    2.0215108789e+03   -8.1536558048e+01    3.6587116152e+01   -1.1008092040e+01   -5.1102678377e+01   -2.3810408447e+01    4.3846208166e+00   -1.0700736459e+01    1.6000000000e+02    3.0616800563e-02    7.9941406250e-01
        29   -4.5077496377e+01    2.0328989882e+03   -8.1551392257e+01    3.6473895880e+01   -1.0882257048e+01   -5.1102678377e+01   -2.4085855007e+01    4.5193981743e+00   -1.0530247419e+01    1.6000000000e+02    3.4643252250e-02    8.0084635417e-01
        30   -4.4874213709e+01    2.0146003594e+03   -8.3573499153e+01    3.8699285444e+01   -1.0739714825e+01   -5.1102678377e+01   -2.5327703910e+01    3.5965979581e+00   -1.0438936158e+01    1.6000000000e+02    3.4950579311e-02    7.9485677083e-01
        31   -4.5050893532e+01    2.0306610540e+03   -8.3724507334e+01    3.8673613802e+01   -1.0880632166e+01   -5.1102678377e+01   -2.6389718453e+01    4.6485216619e+00   -1.0584169546e+01    1.6000000000e+02    3.3424848564e-02    7.9290364583e-01
        32   -4.5057004677e+01    2.0312566324e+03   -8.1936442668e+01    3.6879437991e+01   -1.0889523581e+01   -5.1102678377e+01   -2.4724519417e+01    4.7802787067e+00   -1.0594466525e+01    1.6000000000e+02    3.3024345628e-02    8.0240885417e-01
        33   -4.4868155945e+01    2.0142544953e+03   -8.2707436232e+01    3.7839280286e+01   -1.0474322724e+01   -5.1102678377e+01   -2.5392327268e+01    4.2618921367e+00   -1.0152499245e+01    1.6000000000e+02    3.3484459124e-02    8.0729166667e-01
        34   -4.4948772338e+01    2.0214267612e+03   -8.1404623030e+01    3.6455850693e+01   -1.0269081416e+01   -5.1102678377e+01   -2.4070036397e+01    4.0371731600e+00   -9.9464053434e+00    1.6000000000e+02    3.2954522691e-02    7.9882812500e-01
        35   -4.4920336347e+01    2.0189901338e+03   -8.1573685689e+01    3.6653349342e+01   -1.0351052245e+01   -5.1102678377e+01   -2.4439677299e+01    4.3197222319e+00   -1.0014245675e+01    1.6000000000e+02    3.4830364248e-02    7.9817708333e-01
        36   -4.5025313258e+01    2.0283619082e+03   -8.2263585052e+01    3.7238271794e+01   -1.0772897490e+01   -5.1102678377e+01   -2.3907614384e+01    3.5196051987e+00   -1.0455156265e+01    1.6000000000e+02    3.0058065500e-02    7.9433593750e-01
        37   -4.5176801864e+01    2.0421347632e+03   -8.3286600293e+01    3.8109798429e+01   -1.0768735372e+01   -5.1102678377e+01   -2.6400322785e+01    4.9851362403e+00   -1.0470146904e+01    1.6000000000e+02    3.5242581377e-02    7.9915364583e-01
        38   -4.5002449765e+01    2.0261612914e+03   -8.1730226152e+01    3.6727776386e+01   -1.0770113315e+01   -5.1102678377e+01   -2.4435723404e+01    4.5782889442e+00   -1.0434245427e+01    1.6000000000e+02    3.5513821874e-02    7.9895833333e-01
