#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6417314408e+01    5.8440987830e+03   -1.6112951179e+02    8.4712197378e+01    3.9261067855e+01    9.1895337630e+00   -2.0958011340e+02    2.0000000000e+03    8.9683234692e-02    3.0782000000e-01
         1   -7.6479036435e+01    5.8545649352e+03   -2.1216851198e+02    1.3568947555e+02    3.7863273461e+01    9.1895337630e+00   -2.5922131921e+02    2.0000000000e+03    8.9947849512e-02    3.0902000000e-01
         2   -7.6483959178e+01    5.8540035849e+03   -1.5825455240e+02    8.1770593220e+01    3.7840810821e+01    9.1895337630e+00   -2.0528489698e+02    2.0000000000e+03    9.1827660799e-02    3.0773000000e-01
         3   -7.6374625431e+01    5.8382506285e+03   -1.7366211950e+02    9.7287494072e+01    3.9072826820e+01    9.1895337630e+00   -2.2192448009e+02    2.0000000000e+03    8.8452309370e-02    3.0947000000e-01
         4   -7.6326816601e+01    5.8292488624e+03   -1.2973335528e+02    5.3406538681e+01    3.7110383742e+01    9.1895337630e+00   -1.7603327279e+02    2.0000000000e+03    9.0721786022e-02    3.1097000000e-01
         5   -7.6261416376e+01    5.8201913696e+03   -1.4956485484e+02    7.3303438462e+01    3.7914318625e+01    9.1895337630e+00   -1.9666870723e+02    2.0000000000e+03    9.3105584383e-02    3.0986000000e-01
         6   -7.6437402506e+01    5.8475172513e+03   -1.8997244276e+02    1.1353504025e+02    3.9092310974e+01    9.1895337630e+00   -2.3825428749e+02    2.0000000000e+03    9.0872555971e-02    3.0943000000e-01
         7   -7.6498949498e+01    5.8566573059e+03   -1.5867721735e+02    8.2178267852e+01    3.7683241987e+01    9.1895337630e+00   -2.0554999310e+02    2.0000000000e+03    9.0151101351e-02    3.0904000000e-01
         8   -7.6260748370e+01    5.8198028761e+03   -1.3727339294e+02    6.1012644567e+01    3.7744831445e+01    9.1895337630e+00   -1.8420775814e+02    2.0000000000e+03    8.9810550213e-02    3.0967000000e-01
         9   -7.6302024881e+01    5.8263305037e+03   -1.4237559938e+02    6.6073574494e+01    3.7557726908e+01    9.1895337630e+00   -1.8912286005e+02    2.0000000000e+03    9.0077340603e-02    3.0912000000e-01
        10   -7.6253075158e+01    5.8185805609e+03   -1.5737184202e+02    8.1118766862e+01    3.7272277439e+01    9.1895337630e+00   -2.0383365322e+02    2.0000000000e+03    8.8560968637e-02    3.0595000000e-01
        11   -7.6622414164e+01    5.8756969165e+03   -1.4514736917e+02    6.8524955002e+01    3.7243510747e+01    9.1895337630e+00   -1.9158041368e+02    2.0000000000e+03    8.9736521244e-02    3.0982000000e-01
        12   -7.6609732653e+01    5.8729382980e+03   -1.4167956323e+02    6.5069830574e+01    3.8011143171e+01    9.1895337630e+00   -1.8888024016e+02    2.0000000000e+03    9.1277480125e-02    3.1091000000e-01
        13   -7.6377960562e+01    5.8383570217e+03   -1.5809835254e+02    8.1720391979e+01    3.7862647807e+01    9.1895337630e+00   -2.0515053411e+02    2.0000000000e+03    9.2411011457e-02    3.1034000000e-01
        14   -7.6379972415e+01    5.8376549280e+03   -1.3149490223e+02    5.5114929820e+01    3.6935183177e+01    9.1895337630e+00   -1.7761961918e+02    2.0000000000e+03    9.1215699911e-02    3.1099000000e-01
        15   -7.6577845062e+01    5.8684992709e+03   -1.7641784302e+02    9.9839997954e+01    3.7697142298e+01    9.1895337630e+00   -2.2330451908e+02    2.0000000000e+03    9.1206401587e-02    3.0816000000e-01
        16   -7.6490234913e+01    5.8560285902e+03   -1.8817827071e+02    1.1168803580e+02    3.7529633580e+01    9.1895337630e+00   -2.3489743805e+02    2.0000000000e+03    8.9984953403e-02    3.1315000000e-01
        17   -7.6418640116e+01    5.8435555037e+03   -1.3817647148e+02    6.1757831361e+01    3.6907503900e+01    9.1895337630e+00   -1.8427350914e+02    2.0000000000e+03    8.9556336403e-02    3.1353000000e-01
        18   -7.6477335944e+01    5.8529674278e+03   -1.5306204417e+02    7.6584708225e+01    3.7362781242e+01    9.1895337630e+00   -1.9961435917e+02    2.0000000000e+03    8.9446753263e-02    3.0627000000e-01
        19   -7.6264430012e+01    5.8203092173e+03   -2.6151968591e+02    1.8525525589e+02    3.8071132874e+01    9.1895337630e+00   -3.0878035254e+02    2.0000000000e+03    9.0540796518e-02    3.0914000000e-01
        20   -7.6440420440e+01    5.8477525447e+03   -2.0403400821e+02    1.2759358777e+02    3.7767006784e+01    9.1895337630e+00   -2.5099054876e+02    2.0000000000e+03    8.9483261108e-02    3.0732000000e-01
        21   -7.6187432351e+01    5.8079873854e+03   -1.3595244871e+02    5.9765016356e+01    3.7173983875e+01    9.1895337630e+00   -1.8231596635e+02    2.0000000000e+03    8.9777469635e-02    3.0945000000e-01
        22   -7.6395711803e+01    5.8403831597e+03   -1.4890651413e+02    7.2510802323e+01    3.6831922384e+01    9.1895337630e+00   -1.9492797027e+02    2.0000000000e+03    9.0926051140e-02    3.0749000000e-01
        23   -7.6288805795e+01    5.8238065277e+03   -1.4250693303e+02    6.6218127233e+01    3.7006548693e+01    9.1895337630e+00   -1.8870301548e+02    2.0000000000e+03    9.2458397150e-02    3.1201000000e-01
        24   -7.6541331128e+01    5.8636641965e+03   -1.5880054707e+02    8.2259215940e+01    3.7455165645e+01    9.1895337630e+00   -2.0544524648e+02    2.0000000000e+03    9.1247648001e-02    3.1226000000e-01
        25   -7.6226238624e+01    5.8149951354e+03   -1.8812446480e+02    1.1189822618e+02    3.7753694495e+01    9.1895337630e+00   -2.3506769306e+02    2.0000000000e+03    9.1112643480e-02    3.1062000000e-01
        26   -7.6137800480e+01    5.8004905821e+03   -1.2535085715e+02    4.9213056673e+01    3.6364413226e+01    9.1895337630e+00   -1.7090480414e+02    2.0000000000e+03    9.3073070049e-02    3.0953000000e-01
        27   -7.6197728433e+01    5.8098402292e+03   -1.6905532723e+02    9.2857598797e+01    3.8354314452e+01    9.1895337630e+00   -2.1659917545e+02    2.0000000000e+03    9.0451031923e-02    3.0739000000e-01
        28   -7.6337872987e+01    5.8315002565e+03   -1.4303912433e+02    6.6701251341e+01    3.6878840873e+01    9.1895337630e+00   -1.8910749897e+02    2.0000000000e+03    9.1046810150e-02    3.1031000000e-01
        29   -7.6106300261e+01    5.7965428877e+03   -1.4271601576e+02    6.6609715502e+01    3.7609832489e+01    9.1895337630e+00   -1.8951538202e+02    2.0000000000e+03    9.0818077326e-02    3.0883000000e-01
        30   -7.6292467101e+01    5.8247563854e+03   -1.3908817459e+02    6.2795707485e+01    3.6577439399e+01    9.1895337630e+00   -1.8485514775e+02    2.0000000000e+03    9.5381736755e-02    3.1112000000e-01
        31   -7.6295685553e+01    5.8269566339e+03   -1.4651038852e+02    7.0214702964e+01    3.7184245096e+01    9.1895337630e+00   -1.9288416738e+02    2.0000000000e+03    9.0625524521e-02    3.1046000000e-01
        32   -7.6432756602e+01    5.8466153140e+03   -1.6141580102e+02    8.4983044421e+01    3.6563557319e+01    9.1895337630e+00   -2.0716889210e+02    2.0000000000e+03    9.0112209320e-02    3.1391000000e-01
        33   -7.6461460152e+01    5.8501626893e+03   -1.3848770162e+02    6.2026241471e+01    3.6971604756e+01    9.1895337630e+00   -1.8464884014e+02    2.0000000000e+03    9.3409925699e-02    3.1165000000e-01
        34   -7.6297181910e+01    5.8257481815e+03   -1.5753157476e+02    8.1234392851e+01    3.7504944484e+01    9.1895337630e+00   -2.0422605301e+02    2.0000000000e+03    9.0114474297e-02    3.0675000000e-01
        35   -7.6652763590e+01    5.8822809025e+03   -1.9654426761e+02    1.1989150402e+02    3.7944970886e+01    9.1895337630e+00   -2.4367877225e+02    2.0000000000e+03    9.0190380812e-02    3.1052000000e-01
        36   -7.6205209891e+01    5.8114026389e+03   -1.5471378626e+02    7.8508576365e+01    3.7044044315e+01    9.1895337630e+00   -2.0094736433e+02    2.0000000000e+03    9.1397762299e-02    3.1145000000e-01
        37   -7.6405642928e+01    5.8420231923e+03   -1.4175956104e+02    6.5353918114e+01    3.7188665358e+01    9.1895337630e+00   -1.8813776016e+02    2.0000000000e+03    9.2120885849e-02    3.1134000000e-01
        38   -7.6209892808e+01    5.8121103985e+03   -1.4087016456e+02    6.4660271749e+01    3.7210801815e+01    9.1895337630e+00   -1.8727050013e+02    2.0000000000e+03    8.9829742908e-02    3.1013000000e-01
        39   -7.6498085029e+01    5.8562586122e+03   -1.5997289478e+02    8.3474809751e+01    3.8079067576e+01    9.1895337630e+00   -2.0724149612e+02    2.0000000000e+03    9.0776860714e-02    3.1213000000e-01
