#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6833378621e+01    5.9050242045e+03   -1.5300503928e+02    7.6171660656e+01    3.4773384939e+01    9.1895337630e+00   -1.9696795798e+02    8.0000000000e+00    2.8449296951e-03    5.3666666667e-01
         1   -7.6704332902e+01    5.8847051574e+03   -1.3035110583e+02    5.3646772926e+01    3.3076260818e+01    9.1895337630e+00   -1.7261690041e+02    8.0000000000e+00    2.6874840260e-03    5.4041666667e-01
         2   -7.6974071472e+01    5.9257450497e+03   -1.7875425414e+02    1.0178018267e+02    3.7922210292e+01    9.1895337630e+00   -2.2586599819e+02    8.0000000000e+00    2.7707219124e-03    5.4666666667e-01
         3   -7.6824163699e+01    5.9026751375e+03   -1.4826908208e+02    7.1444918380e+01    3.5942791151e+01    9.1895337630e+00   -1.9340140699e+02    8.0000000000e+00    5.7460963726e-03    5.5791666667e-01
         4   -7.6232236834e+01    5.8117390955e+03   -1.4806400003e+02    7.1831763194e+01    3.4053729365e+01    9.1895337630e+00   -1.9130726316e+02    8.0000000000e+00    2.9500126839e-03    5.4416666667e-01
         5   -7.6870441153e+01    5.9092740793e+03   -1.2304004441e+02    4.6169603258e+01    3.7246228407e+01    9.1895337630e+00   -1.6947580658e+02    8.0000000000e+00    3.0411481857e-03    5.4708333333e-01
         6   -7.6119624294e+01    5.7952765401e+03   -1.7279970830e+02    9.6680084007e+01    3.7243505256e+01    9.1895337630e+00   -2.1923274732e+02    8.0000000000e+00    2.9695332050e-03    5.5583333333e-01
         7   -7.6224613997e+01    5.8110999896e+03   -1.5317900946e+02    7.6954395461e+01    3.4474717804e+01    9.1895337630e+00   -1.9684326103e+02    8.0000000000e+00    2.9011070728e-03    5.4958333333e-01
         8   -7.6185230481e+01    5.8054469270e+03   -1.2734994689e+02    5.1164716409e+01    3.1634553302e+01    9.1895337630e+00   -1.6817403396e+02    8.0000000000e+00    2.9478967190e-03    5.4875000000e-01
         9   -7.6257676700e+01    5.8164442696e+03   -1.4068384874e+02    6.4426172042e+01    4.1451888548e+01    9.1895337630e+00   -1.9132527105e+02    8.0000000000e+00    2.8872191906e-03    5.2833333333e-01
        10   -7.6788671892e+01    5.8968456776e+03   -1.3857024963e+02    6.1781577738e+01    3.6084502131e+01    9.1895337630e+00   -1.8384428552e+02    8.0000000000e+00    3.0522048473e-03    5.4541666667e-01
        11   -7.6077817711e+01    5.7881621747e+03   -1.6908454052e+02    9.3006722807e+01    3.4480329798e+01    9.1895337630e+00   -2.1275440408e+02    8.0000000000e+00    2.9346942902e-03    5.5333333333e-01
        12   -7.6649399720e+01    5.8755988966e+03   -1.5426665581e+02    7.7617256092e+01    3.4222718621e+01    9.1895337630e+00   -1.9767890820e+02    8.0000000000e+00    2.8990209103e-03    5.4833333333e-01
        13   -7.6692471440e+01    5.8838780525e+03   -1.7578131746e+02    9.9088846024e+01    4.0348066191e+01    9.1895337630e+00   -2.2531891742e+02    8.0000000000e+00    2.9715299606e-03    5.5125000000e-01
        14   -7.6687468960e+01    5.8827667312e+03   -1.6896118724e+02    9.2273718285e+01    3.9485023729e+01    9.1895337630e+00   -2.1763574474e+02    8.0000000000e+00    2.9205083847e-03    5.3208333333e-01
