 # Generating QMCPACK input from PYSCF checkpoint file.
 # git sha1: cd196fa67a7c3213761ba0c242586d676be31d55-dirty
 # Date/Time: Sun May  5 15:40:08 2019
 # Working directory: /p/lustre2/malone14/qmcpack_workshop_2019/day1_afqmc/06-diamond_2x2x2_supercell
 # Generating Hamiltonian and wavefunction from pyscf cell object.
 # Time to reach cholesky: 5.00e-02 s
 # Each kpoint is distributed accross 1 mpi tasks.
 # Approx. total memory required: 1.91e+00 GB.
 # Generating orbital products.
 # Time to generate orbital products: 1.29e+02 s
 # Time to generate diagonal (initial residual): 1.10e+00
        iteration      max_residual        total_time         time_k3k4   time_comp_cholv         time_buff
              239  4.4266485221e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              240  4.3729513749e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              241  4.3649085696e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              242  4.3003593779e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              243  4.2532010555e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              244  4.2167605677e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              245  4.0689510938e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              246  4.0297786249e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              247  3.9660613894e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              248  3.9194946492e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              249  3.8704819368e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              250  3.8498917401e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              251  3.8489779001e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              252  3.8102877998e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              253  3.7706805451e-03  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              254  3.7497127980e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              255  3.7340671837e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              256  3.7339150509e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              257  3.6537248085e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              258  3.6480682539e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              259  3.6296305468e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              260  3.6029633642e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              261  3.5795414720e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              262  3.5734108544e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              263  3.5612085440e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              264  3.5221739313e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              265  3.5007107400e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              266  3.4795390385e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              267  3.3289450701e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              268  3.2433909114e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              269  3.1732229424e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              270  3.1403640941e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              271  3.1099348530e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              272  3.0692282038e-03  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              273  2.8641527546e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              274  2.8407678300e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              275  2.7939148184e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              276  2.7426330637e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              277  2.7273256558e-03  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              278  2.6622871542e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              279  2.5774517349e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              280  2.5460768929e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              281  2.5124431760e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              282  2.4859706407e-03  4.0000000000e-02  0.0000000000e+00  3.0000000000e-02  1.0000000000e-02
              283  2.4261889481e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              284  2.3814406529e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              285  2.3556345051e-03  6.0000000000e-02  2.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              286  2.3279424718e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              287  2.2984937673e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              288  2.2576801542e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              289  2.2376826807e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              290  2.1891906419e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              291  2.1478960034e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              292  2.1388834560e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              293  2.1049650808e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              294  2.0999899649e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              295  2.0127633656e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              296  1.9126390414e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              297  1.9076847107e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              298  1.8666941567e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              299  1.8403303741e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              300  1.8302355389e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              301  1.8203119648e-03  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              302  1.7964156931e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              303  1.6985709685e-03  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              304  1.6695797615e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              305  1.6539174783e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              306  1.6196790676e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              307  1.4809682916e-03  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              308  1.4694134631e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              309  1.4635555772e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              310  1.3974856769e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              311  1.3940591083e-03  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              312  1.3903726400e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              313  1.3751518592e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              314  1.3363576246e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              315  1.3321143317e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              316  1.3086956062e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              317  1.2925142934e-03  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              318  1.1888309118e-03  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              319  1.1702536644e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              320  1.1533435645e-03  3.0000000000e-02  1.0000000000e-02  1.0000000000e-02  1.0000000000e-02
              321  1.1322950357e-03  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              322  1.0899992724e-03  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              323  1.0897723178e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              324  1.0747060300e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              325  1.0580207246e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              326  1.0319246808e-03  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              327  1.0317150988e-03  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              328  1.0223191298e-03  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              329  9.8382445121e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              330  9.7858448031e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              331  9.1543039433e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              332  8.9418973718e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              333  8.8887624819e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              334  8.8525994018e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              335  8.5761582678e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              336  8.5597445177e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              337  8.4185892700e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              338  8.3761428961e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              339  8.3608158612e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              340  8.3200334316e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              341  8.1293543029e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              342  8.0797573444e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              343  8.0761211537e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              344  7.7036165569e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              345  7.6390040658e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              346  7.3607539471e-04  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              347  7.2602239345e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              348  7.2186163733e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              349  7.2181111717e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              350  7.1562337041e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              351  6.9952010923e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              352  6.8163159735e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              353  6.6201017157e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              354  6.5855176567e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              355  6.4554724005e-04  3.0000000000e-02  1.0000000000e-02  2.0000000000e-02  0.0000000000e+00
              356  6.4489559348e-04  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              357  6.3269794393e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              358  6.2267037124e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              359  6.1755076891e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              360  6.0635949596e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              361  6.0344990092e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              362  5.8342503045e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              363  5.8117337966e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              364  5.7860276677e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              365  5.7563146396e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              366  5.7514242181e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              367  5.6988405947e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              368  5.6932644014e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              369  5.5967186603e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              370  5.5771857879e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              371  5.5432986456e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              372  5.5404827627e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              373  5.5118110457e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              374  5.4948300165e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              375  5.4182134867e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              376  5.3566560068e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              377  5.2670619408e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              378  4.8950229008e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              379  4.8940069479e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              380  4.8262475191e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              381  4.7660720859e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              382  4.7361802423e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              383  4.6271044126e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              384  4.5659775118e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              385  4.5494141072e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              386  4.4279100478e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              387  4.4117137524e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              388  4.4109659143e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              389  4.1857131417e-04  3.0000000000e-02  0.0000000000e+00  3.0000000000e-02  0.0000000000e+00
              390  4.1736543721e-04  5.0000000000e-02  0.0000000000e+00  4.0000000000e-02  1.0000000000e-02
              391  4.0963735550e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              392  4.0585187113e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              393  4.0103431015e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              394  4.0078977776e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              395  3.9086198971e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              396  3.8820706424e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              397  3.8746973307e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              398  3.8724868010e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              399  3.8328766729e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              400  3.7485815573e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              401  3.7044629774e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              402  3.6219094098e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              403  3.6183272022e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              404  3.6033182509e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              405  3.4835756953e-04  6.0000000000e-02  0.0000000000e+00  6.0000000000e-02  0.0000000000e+00
              406  3.4691496520e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              407  3.4673894710e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              408  3.4518479233e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              409  3.4282995643e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              410  3.3294924756e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              411  3.2975184186e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              412  3.2838352371e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              413  3.2561342260e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              414  3.2218463425e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              415  3.2178078464e-04  7.0000000000e-02  1.0000000000e-02  6.0000000000e-02  0.0000000000e+00
              416  3.2059707466e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              417  3.1476069375e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              418  3.1401765557e-04  3.0000000000e-02  1.0000000000e-02  2.0000000000e-02  0.0000000000e+00
              419  3.0433058349e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              420  3.0254699250e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              421  3.0204154919e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              422  2.9065640805e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              423  2.9035321044e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              424  2.9002477365e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              425  2.8302472930e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              426  2.8300701203e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              427  2.7699078446e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              428  2.6677048102e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              429  2.6291886706e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              430  2.6078083167e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              431  2.5769743607e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              432  2.5687323646e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              433  2.5668526525e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              434  2.5605723317e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              435  2.5170004670e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              436  2.4646298874e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              437  2.4510216518e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              438  2.4380439732e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              439  2.3835267552e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              440  2.3703650210e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              441  2.3399197482e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              442  2.3191685446e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              443  2.3180564483e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              444  2.3107980540e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              445  2.2907691459e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              446  2.2709809012e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              447  2.2506063786e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              448  2.2273412981e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              449  2.1642550749e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              450  2.1510391399e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              451  2.1034956166e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              452  2.0963769659e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              453  2.0700343624e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              454  2.0576686227e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              455  2.0456875419e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              456  2.0145881855e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              457  2.0070658987e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              458  1.9991770128e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              459  1.9783020859e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              460  1.9734841860e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              461  1.9062024229e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              462  1.8691245971e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              463  1.8595128916e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              464  1.8441291706e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              465  1.8198570728e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              466  1.7593794713e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              467  1.7212318713e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              468  1.7084987622e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              469  1.6992824294e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              470  1.6856686369e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              471  1.6547902148e-04  2.0000000000e-02  0.0000000000e+00  2.0000000000e-02  0.0000000000e+00
              472  1.6447465327e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              473  1.6051104647e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              474  1.5883638762e-04  3.0000000000e-02  1.0000000000e-02  2.0000000000e-02  0.0000000000e+00
              475  1.5805486349e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              476  1.5802766898e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              477  1.4972329477e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              478  1.4965878139e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              479  1.4963198214e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              480  1.4938528613e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              481  1.4763925376e-04  6.0000000000e-02  1.0000000000e-02  5.0000000000e-02  0.0000000000e+00
              482  1.4748013653e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              483  1.4507815044e-04  2.0000000000e-02  1.0000000000e-02  1.0000000000e-02  0.0000000000e+00
              484  1.4385797796e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              485  1.4350148012e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              486  1.4315492870e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              487  1.4210265805e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              488  1.4121123292e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
              489  1.3938012548e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              490  1.3749137426e-04  5.0000000000e-02  0.0000000000e+00  5.0000000000e-02  0.0000000000e+00
              491  1.3729592704e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              492  1.3569295288e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              493  1.3488978739e-04  4.0000000000e-02  1.0000000000e-02  3.0000000000e-02  0.0000000000e+00
              494  1.3403435265e-04  5.0000000000e-02  1.0000000000e-02  4.0000000000e-02  0.0000000000e+00
              495  1.3313464113e-04  4.0000000000e-02  0.0000000000e+00  4.0000000000e-02  0.0000000000e+00
