#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5000670641e+01    2.0260048957e+03   -8.2051794019e+01    3.7051123379e+01   -1.0573496391e+01   -5.1102678377e+01   -2.4643226997e+01    4.2676077457e+00   -1.0269378986e+01    5.1200000000e+02    1.4749344319e-01    5.5763549805e-01
         1   -4.5104357191e+01    2.0354922029e+03   -8.1593397996e+01    3.6489040806e+01   -1.0946741652e+01   -5.1102678377e+01   -2.4005512796e+01    4.4615348282e+00   -1.0657085707e+01    5.1200000000e+02    1.9319823119e-01    5.5874633789e-01
         2   -4.5088081003e+01    2.0339570217e+03   -8.1966400534e+01    3.6878319530e+01   -1.0673238018e+01   -5.1102678377e+01   -2.4392356275e+01    4.2018721356e+00   -1.0380359022e+01    5.1200000000e+02    1.8944953550e-01    5.6059570313e-01
         3   -4.5100919678e+01    2.0352731380e+03   -8.1722904448e+01    3.6621984770e+01   -1.0934984269e+01   -5.1102678377e+01   -2.4217013609e+01    4.5317718073e+00   -1.0633774469e+01    5.1200000000e+02    1.8768556181e-01    5.5943603516e-01
         4   -4.5129352669e+01    2.0378645031e+03   -8.1208455812e+01    3.6079103143e+01   -1.0659725079e+01   -5.1102678377e+01   -2.3882977943e+01    4.4369255866e+00   -1.0359983189e+01    5.1200000000e+02    1.8624250100e-01    5.6141357422e-01
         5   -4.5016148147e+01    2.0275363398e+03   -8.1727704495e+01    3.6711556348e+01   -1.0715221217e+01   -5.1102678377e+01   -2.4318745738e+01    4.4089408373e+00   -1.0384213168e+01    5.1200000000e+02    1.9229271475e-01    5.5973510742e-01
         6   -4.5006371737e+01    2.0264910873e+03   -8.1724302358e+01    3.6717930620e+01   -1.0615552818e+01   -5.1102678377e+01   -2.4471460283e+01    4.4653891199e+00   -1.0317053593e+01    5.1200000000e+02    1.9072188244e-01    5.6083984375e-01
         7   -4.5113766428e+01    2.0363925343e+03   -8.2144652611e+01    3.7030886183e+01   -1.0812597542e+01   -5.1102678377e+01   -2.4804981849e+01    4.5756051560e+00   -1.0515853416e+01    5.1200000000e+02    1.9143453669e-01    5.5989379883e-01
         8   -4.5093478800e+01    2.0344997578e+03   -8.1981118792e+01    3.6887639992e+01   -1.0822243169e+01   -5.1102678377e+01   -2.4613523110e+01    4.5573258632e+00   -1.0529035848e+01    5.1200000000e+02    1.8930378081e-01    5.6047363281e-01
         9   -4.5012513957e+01    2.0272039280e+03   -8.1292935210e+01    3.6280421253e+01   -1.0787752921e+01   -5.1102678377e+01   -2.3635279970e+01    4.2327760581e+00   -1.0496228535e+01    5.1200000000e+02    1.9155463150e-01    5.6148681641e-01
        10   -4.4991931065e+01    2.0253115540e+03   -8.1583435772e+01    3.6591504707e+01   -1.0679950969e+01   -5.1102678377e+01   -2.4129237094e+01    4.3284306677e+00   -1.0369240394e+01    5.1200000000e+02    1.8642366056e-01    5.5913696289e-01
        11   -4.5092431686e+01    2.0344626655e+03   -8.1530269902e+01    3.6437838216e+01   -1.0722288100e+01   -5.1102678377e+01   -2.3949755389e+01    4.2444519630e+00   -1.0425246323e+01    5.1200000000e+02    1.9378495244e-01    5.5983276367e-01
        12   -4.5067496570e+01    2.0321887391e+03   -8.1748059574e+01    3.6680563004e+01   -1.0775920637e+01   -5.1102678377e+01   -2.4273748093e+01    4.4042875317e+00   -1.0477170285e+01    5.1200000000e+02    1.9150192294e-01    5.6184082031e-01
        13   -4.5077641249e+01    2.0330660735e+03   -8.1829939723e+01    3.6752298474e+01   -1.0647300702e+01   -5.1102678377e+01   -2.4948702035e+01    4.8687413906e+00   -1.0335586957e+01    5.1200000000e+02    1.9230892338e-01    5.5850219727e-01
        14   -4.5153510539e+01    2.0398456628e+03   -8.2079569227e+01    3.6926058688e+01   -1.0681295203e+01   -5.1102678377e+01   -2.4417174682e+01    4.1215790347e+00   -1.0386884856e+01    5.1200000000e+02    1.8934668062e-01    5.5979003906e-01
        15   -4.5152921396e+01    2.0399711354e+03   -8.2233356894e+01    3.7080435498e+01   -1.0787250747e+01   -5.1102678377e+01   -2.4617673641e+01    4.2742458709e+00   -1.0499042173e+01    5.1200000000e+02    1.9074393181e-01    5.5988769531e-01
        16   -4.5063896649e+01    2.0318392395e+03   -8.2357561434e+01    3.7293664785e+01   -1.0788812381e+01   -5.1102678377e+01   -2.4988707844e+01    4.5226371675e+00   -1.0488510396e+01    5.1200000000e+02    1.8931269719e-01    5.5875854492e-01
        17   -4.5110814266e+01    2.0361649498e+03   -8.1186410719e+01    3.6075596453e+01   -1.0677173802e+01   -5.1102678377e+01   -2.4289425710e+01    4.8828671705e+00   -1.0370739153e+01    5.1200000000e+02    1.8693966794e-01    5.5945434570e-01
        18   -4.5068635024e+01    2.0322500837e+03   -8.1237832992e+01    3.6169197968e+01   -1.0818667593e+01   -5.1102678377e+01   -2.3519388837e+01    4.2029018145e+00   -1.0503913840e+01    5.1200000000e+02    1.8730485338e-01    5.6035156250e-01
        19   -4.5139631399e+01    2.0387469237e+03   -8.1912925393e+01    3.6773293994e+01   -1.0543512986e+01   -5.1102678377e+01   -2.4911301177e+01    4.6445671465e+00   -1.0245687822e+01    5.1200000000e+02    1.8808584088e-01    5.6029663086e-01
