#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5070303340e+01    2.0325160498e+03   -8.1519082900e+01    3.6448779560e+01   -1.0716033199e+01   -5.1102678377e+01   -2.4222080223e+01    4.5217088985e+00   -1.0414389852e+01    5.1200000000e+02    1.3664757706e-01    5.5912475586e-01
         1   -4.5102586107e+01    2.0354670178e+03   -8.2193307792e+01    3.7090721685e+01   -1.0664574621e+01   -5.1102678377e+01   -2.5156212007e+01    4.7301572124e+00   -1.0338534980e+01    5.1200000000e+02    1.8680525212e-01    5.6053466797e-01
         2   -4.5024200881e+01    2.0284746411e+03   -8.1904136158e+01    3.6879935276e+01   -1.0595677266e+01   -5.1102678377e+01   -2.4354965081e+01    4.1491845665e+00   -1.0272937860e+01    5.1200000000e+02    1.9061767700e-01    5.6095581055e-01
         3   -4.5047846638e+01    2.0302888564e+03   -8.1965714135e+01    3.6917867497e+01   -1.0737558637e+01   -5.1102678377e+01   -2.4336606423e+01    4.2111293015e+00   -1.0419068595e+01    5.1200000000e+02    1.9203937069e-01    5.6051025391e-01
         4   -4.5130035441e+01    2.0378020674e+03   -8.1895054981e+01    3.6765019540e+01   -1.0758746652e+01   -5.1102678377e+01   -2.4586632612e+01    4.5530026599e+00   -1.0476180271e+01    5.1200000000e+02    1.9366474944e-01    5.5892944336e-01
         5   -4.5142120809e+01    2.0387968479e+03   -8.1245281021e+01    3.6103160212e+01   -1.0827209057e+01   -5.1102678377e+01   -2.3447623000e+01    4.1322294129e+00   -1.0525862254e+01    5.1200000000e+02    1.9675340812e-01    5.6293334961e-01
         6   -4.4998155163e+01    2.0259983305e+03   -8.1703458519e+01    3.6705303356e+01   -1.0699989171e+01   -5.1102678377e+01   -2.4318791459e+01    4.4180004869e+00   -1.0401915425e+01    5.1200000000e+02    1.9277179744e-01    5.6008300781e-01
         7   -4.5099688884e+01    2.0349978697e+03   -8.1499581409e+01    3.6399892525e+01   -1.0814647116e+01   -5.1102678377e+01   -2.4235595531e+01    4.6533396148e+00   -1.0505247732e+01    5.1200000000e+02    1.9362190137e-01    5.6035766602e-01
         8   -4.5166309347e+01    2.0410462031e+03   -8.1615249667e+01    3.6448940320e+01   -1.0842077648e+01   -5.1102678377e+01   -2.4192306173e+01    4.5218125304e+00   -1.0545000707e+01    5.1200000000e+02    1.9708489338e-01    5.5949707031e-01
         9   -4.5160890507e+01    2.0406817897e+03   -8.1466098939e+01    3.6305208433e+01   -1.0730619885e+01   -5.1102678377e+01   -2.4603225322e+01    4.9704246449e+00   -1.0447154523e+01    5.1200000000e+02    1.8976111813e-01    5.5947875977e-01
        10   -4.5081590783e+01    2.0335144419e+03   -8.2107322213e+01    3.7025731431e+01   -1.0842632512e+01   -5.1102678377e+01   -2.4562086079e+01    4.4000747541e+00   -1.0546908214e+01    5.1200000000e+02    1.8811558775e-01    5.5890502930e-01
        11   -4.5049263254e+01    2.0304680470e+03   -8.1085506429e+01    3.6036243176e+01   -1.0971384655e+01   -5.1102678377e+01   -2.3356532320e+01    4.3450889221e+00   -1.0649028891e+01    5.1200000000e+02    1.9057789313e-01    5.6055297852e-01
        12   -4.5107319760e+01    2.0356180844e+03   -8.1957954709e+01    3.6850634949e+01   -1.0641509580e+01   -5.1102678377e+01   -2.4793701286e+01    4.5799345333e+00   -1.0355100827e+01    5.1200000000e+02    1.9223800369e-01    5.5874023437e-01
        13   -4.5070611240e+01    2.0324791668e+03   -8.1680273942e+01    3.6609662702e+01   -1.0697409707e+01   -5.1102678377e+01   -2.4305961713e+01    4.4257758548e+00   -1.0420273641e+01    5.1200000000e+02    1.9428839550e-01    5.6059570312e-01
        14   -4.5058276846e+01    2.0312668947e+03   -8.2013841334e+01    3.6955564488e+01   -1.0853978441e+01   -5.1102678377e+01   -2.4706822440e+01    4.6496379241e+00   -1.0550429397e+01    5.1200000000e+02    1.9337630250e-01    5.6159057617e-01
        15   -4.5124952355e+01    2.0374935336e+03   -8.2007709232e+01    3.6882756877e+01   -1.0874671789e+01   -5.1102678377e+01   -2.4506304809e+01    4.4759457433e+00   -1.0560163556e+01    5.1200000000e+02    1.9193543681e-01    5.6183471680e-01
        16   -4.5055858543e+01    2.0312024114e+03   -8.1916893724e+01    3.6861035181e+01   -1.0803324454e+01   -5.1102678377e+01   -2.4632842418e+01    4.6219515249e+00   -1.0517929863e+01    5.1200000000e+02    1.9663711106e-01    5.6031494141e-01
        17   -4.5066211727e+01    2.0323946492e+03   -8.1568407082e+01    3.6502195355e+01   -1.0733031013e+01   -5.1102678377e+01   -2.3707728696e+01    3.9750310040e+00   -1.0418950362e+01    5.1200000000e+02    1.9475498606e-01    5.6173706055e-01
        18   -4.5240333143e+01    2.0476374615e+03   -8.1712895236e+01    3.6472562094e+01   -1.0870883989e+01   -5.1102678377e+01   -2.4197165286e+01    4.4578324157e+00   -1.0572761130e+01    5.1200000000e+02    1.9115388763e-01    5.6054687500e-01
        19   -4.5142058696e+01    2.0388369984e+03   -8.2080157469e+01    3.6938098773e+01   -1.0863271313e+01   -5.1102678377e+01   -2.4472933077e+01    4.3587252976e+00   -1.0580531042e+01    5.1200000000e+02    1.9933976400e-01    5.6057739258e-01
        20   -4.5123976847e+01    2.0373318324e+03   -8.2029008894e+01    3.6905032046e+01   -1.0655252633e+01   -5.1102678377e+01   -2.4537874760e+01    4.2667968765e+00   -1.0367870809e+01    5.1200000000e+02    1.9423684081e-01    5.6115112305e-01
        21   -4.5071420822e+01    2.0327706331e+03   -8.2428435698e+01    3.7357014875e+01   -1.0573052630e+01   -5.1102678377e+01   -2.5169517798e+01    4.4168131069e+00   -1.0254186342e+01    5.1200000000e+02    1.9632078431e-01    5.6049194336e-01
        22   -4.5209364462e+01    2.0451244383e+03   -8.1697108483e+01    3.6487744020e+01   -1.0863128779e+01   -5.1102678377e+01   -2.4473321646e+01    4.7420203188e+00   -1.0554635772e+01    5.1200000000e+02    1.9262497225e-01    5.6098022461e-01
        23   -4.5037817187e+01    2.0294277259e+03   -8.1117659248e+01    3.6079842061e+01   -1.0670627848e+01   -5.1102678377e+01   -2.3971824467e+01    4.6274714439e+00   -1.0349956568e+01    5.1200000000e+02    1.9362496325e-01    5.6195678711e-01
        24   -4.5077061195e+01    2.0329893166e+03   -8.2070201150e+01    3.6993139956e+01   -1.0766982944e+01   -5.1102678377e+01   -2.4570131858e+01    4.3695920282e+00   -1.0454040033e+01    5.1200000000e+02    1.9461689762e-01    5.6007080078e-01
        25   -4.5181753336e+01    2.0423755218e+03   -8.1426856392e+01    3.6245103056e+01   -1.0812414670e+01   -5.1102678377e+01   -2.4261056863e+01    4.7492935175e+00   -1.0527682866e+01    5.1200000000e+02    1.9440869194e-01    5.5972900391e-01
        26   -4.5032344671e+01    2.0289601666e+03   -8.1594276111e+01    3.6561931440e+01   -1.0733461267e+01   -5.1102678377e+01   -2.4116834593e+01    4.3586981254e+00   -1.0434578270e+01    5.1200000000e+02    1.9646727494e-01    5.6099853516e-01
        27   -4.5027129132e+01    2.0283503227e+03   -8.1968900262e+01    3.6941771130e+01   -1.0738152623e+01   -5.1102678377e+01   -2.4462777085e+01    4.3347078227e+00   -1.0430524433e+01    5.1200000000e+02    1.9494245012e-01    5.5960693359e-01
        28   -4.5052601492e+01    2.0308337038e+03   -8.2009921158e+01    3.6957319666e+01   -1.0775371411e+01   -5.1102678377e+01   -2.4507706846e+01    4.3758354752e+00   -1.0484285838e+01    5.1200000000e+02    1.9425849425e-01    5.5987548828e-01
        29   -4.5063009119e+01    2.0318620094e+03   -8.1449594145e+01    3.6386585026e+01   -1.0749932464e+01   -5.1102678377e+01   -2.3925093165e+01    4.3281098613e+00   -1.0443597336e+01    5.1200000000e+02    1.9074969331e-01    5.6049194336e-01
        30   -4.5147075361e+01    2.0394046604e+03   -8.1220827557e+01    3.6073752196e+01   -1.0720896826e+01   -5.1102678377e+01   -2.3802140767e+01    4.4048884118e+00   -1.0416248477e+01    5.1200000000e+02    1.9339030969e-01    5.6017456055e-01
        31   -4.5055657345e+01    2.0311248377e+03   -8.1890729772e+01    3.6835072427e+01   -1.0837154118e+01   -5.1102678377e+01   -2.4186756591e+01    4.2358593137e+00   -1.0542526164e+01    5.1200000000e+02    1.9344772769e-01    5.5940551758e-01
        32   -4.5120494313e+01    2.0368249990e+03   -8.2097595319e+01    3.6977101006e+01   -1.0676806715e+01   -5.1102678377e+01   -2.4553963898e+01    4.2358536708e+00   -1.0387503465e+01    5.1200000000e+02    1.9360846925e-01    5.6135864258e-01
