#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5108353714e+01    2.0357819785e+03   -8.1718583540e+01    3.6610229826e+01   -1.0661969756e+01   -5.1102678377e+01   -2.4787613159e+01    4.8336777516e+00   -1.0372638365e+01    5.1200000000e+02    1.5413117963e-01    5.6303710937e-01
         1   -4.5174708825e+01    2.0418031523e+03   -8.1656585846e+01    3.6481877022e+01   -1.0635924591e+01   -5.1102678377e+01   -2.3942983751e+01    4.0250008714e+00   -1.0349385256e+01    5.1200000000e+02    1.9046203056e-01    5.5864868164e-01
         2   -4.5156805938e+01    2.0401423174e+03   -8.2104823081e+01    3.6948017143e+01   -1.0907240007e+01   -5.1102678377e+01   -2.4374248694e+01    4.2793439969e+00   -1.0628500652e+01    5.1200000000e+02    1.9430512338e-01    5.6112670898e-01
         3   -4.5164733097e+01    2.0409210569e+03   -8.1847018763e+01    3.6682285666e+01   -1.0928346880e+01   -5.1102678377e+01   -2.4359510370e+01    4.5435168630e+00   -1.0643815411e+01    5.1200000000e+02    1.9170067044e-01    5.6129150391e-01
         4   -4.5063330876e+01    2.0317805738e+03   -8.1503326989e+01    3.6439996114e+01   -1.0718786917e+01   -5.1102678377e+01   -2.3951675276e+01    4.2698135810e+00   -1.0410941108e+01    5.1200000000e+02    1.9061340281e-01    5.6077880859e-01
         5   -4.5017171458e+01    2.0276455973e+03   -8.2213251303e+01    3.7196079845e+01   -1.0648383324e+01   -5.1102678377e+01   -2.4927503553e+01    4.4653139503e+00   -1.0348392827e+01    5.1200000000e+02    1.8993115600e-01    5.6023559570e-01
         6   -4.5171305926e+01    2.0415052460e+03   -8.1879487675e+01    3.6708181749e+01   -1.0854985338e+01   -5.1102678377e+01   -2.4229312204e+01    4.3074882436e+00   -1.0567769336e+01    5.1200000000e+02    1.9361040125e-01    5.5981445312e-01
         7   -4.5137390805e+01    2.0383554945e+03   -8.1998283026e+01    3.6860892222e+01   -1.0751565362e+01   -5.1102678377e+01   -2.4018601198e+01    3.8745619102e+00   -1.0468307790e+01    5.1200000000e+02    1.9722323831e-01    5.5950927734e-01
         8   -4.5050437889e+01    2.0306133829e+03   -8.1503324110e+01    3.6452886221e+01   -1.0881552757e+01   -5.1102678377e+01   -2.3563268863e+01    4.0441758860e+00   -1.0570082503e+01    5.1200000000e+02    1.9119597468e-01    5.6133422852e-01
         9   -4.5047916446e+01    2.0303814930e+03   -8.1438662799e+01    3.6390746354e+01   -1.0834352531e+01   -5.1102678377e+01   -2.3856424315e+01    4.3547924231e+00   -1.0520274176e+01    5.1200000000e+02    1.9272945250e-01    5.5790405273e-01
        10   -4.5026884682e+01    2.0286083461e+03   -8.1462099524e+01    3.6435214842e+01   -1.0518241476e+01   -5.1102678377e+01   -2.4484610071e+01    4.6434303990e+00   -1.0202273312e+01    5.1200000000e+02    1.9421993269e-01    5.5941772461e-01
        11   -4.5138213389e+01    2.0386252194e+03   -8.1800623444e+01    3.6662410055e+01   -1.0722676204e+01   -5.1102678377e+01   -2.4450741347e+01    4.4754724837e+00   -1.0425321657e+01    5.1200000000e+02    1.9176808256e-01    5.5977783203e-01
        12   -4.5119115793e+01    2.0366229437e+03   -8.1778738271e+01    3.6659622478e+01   -1.0820857133e+01   -5.1102678377e+01   -2.4556915463e+01    4.7017127025e+00   -1.0531799152e+01    5.1200000000e+02    1.9511244669e-01    5.6053466797e-01
        13   -4.5039758995e+01    2.0296528405e+03   -8.2052713014e+01    3.7012954020e+01   -1.0615878152e+01   -5.1102678377e+01   -2.4688023938e+01    4.3538674524e+00   -1.0315925598e+01    5.1200000000e+02    1.9474712487e-01    5.5880126953e-01
        14   -4.5004657066e+01    2.0265560686e+03   -8.1900885883e+01    3.6896228817e+01   -1.0676018234e+01   -5.1102678377e+01   -2.4074634021e+01    3.9524447492e+00   -1.0349176141e+01    5.1200000000e+02    1.8958404331e-01    5.6072998047e-01
        15   -4.5158479889e+01    2.0403336122e+03   -8.2216984273e+01    3.7058504384e+01   -1.0841252807e+01   -5.1102678377e+01   -2.4830047197e+01    4.5569941086e+00   -1.0568343336e+01    5.1200000000e+02    1.8832995750e-01    5.6101074219e-01
        16   -4.5112926509e+01    2.0362019892e+03   -8.1917016478e+01    3.6804089969e+01   -1.0829569441e+01   -5.1102678377e+01   -2.4445513214e+01    4.4607445530e+00   -1.0535564832e+01    5.1200000000e+02    1.9323411031e-01    5.6067504883e-01
        17   -4.5152419592e+01    2.0399131874e+03   -8.1641986053e+01    3.6489566461e+01   -1.0961349792e+01   -5.1102678377e+01   -2.4204611671e+01    4.6266537869e+00   -1.0684748246e+01    5.1200000000e+02    1.9056524406e-01    5.6010742187e-01
        18   -4.5043280895e+01    2.0300277728e+03   -8.2081770940e+01    3.7038490044e+01   -1.0724854763e+01   -5.1102678377e+01   -2.4278387894e+01    4.0241500941e+00   -1.0428035553e+01    5.1200000000e+02    1.9136184631e-01    5.5968017578e-01
        19   -4.5105467694e+01    2.0354700953e+03   -8.1302973310e+01    3.6197505616e+01   -1.0750370494e+01   -5.1102678377e+01   -2.3940096443e+01    4.4901720041e+00   -1.0455517959e+01    5.1200000000e+02    1.8622934150e-01    5.6088256836e-01
