#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6336477103e+01    5.8322243342e+03   -1.5064324991e+02    7.4306772811e+01    3.9051605854e+01    9.1895337630e+00   -1.9888438953e+02    3.2002800000e+05    7.8659980297e+00    9.9690217510e-01
         1   -7.6443337287e+01    5.8469609931e+03   -1.5123767829e+02    7.4794341004e+01    3.9042553703e+01    9.1895337629e+00   -1.9946976576e+02    3.1999600000e+05    7.8794670105e+00    9.9685558569e-01
         2   -7.6453230807e+01    5.8476692086e+03   -1.5153321323e+02    7.5079982424e+01    3.8904016661e+01    9.1895337630e+00   -1.9962676365e+02    3.1999300000e+05    7.7992820740e+00    9.9692018738e-01
         3   -7.6455808895e+01    5.8479985341e+03   -1.5248628693e+02    7.6030478036e+01    3.8766254663e+01    9.1895337630e+00   -2.0044207536e+02    3.2000100000e+05    7.8050291538e+00    9.9687166026e-01
         4   -7.6450606081e+01    5.8473706024e+03   -1.5293122159e+02    7.6480615510e+01    3.8711255157e+01    9.1895337630e+00   -2.0083201051e+02    3.2000500000e+05    9.1029660702e+00    9.9688999028e-01
         5   -7.6456157108e+01    5.8481384932e+03   -1.5353988849e+02    7.7083731387e+01    3.8661052096e+01    9.1895337630e+00   -2.0139047435e+02    3.2005200000e+05    9.1369109154e+00    9.9687793904e-01
         6   -7.6459310428e+01    5.8482535290e+03   -1.5326777430e+02    7.6808463869e+01    3.8556539191e+01    9.1895337630e+00   -2.0101384725e+02    3.2009100000e+05    7.8758640289e+00    9.9686859535e-01
         7   -7.6455657038e+01    5.8477895682e+03   -1.5351366845e+02    7.7058011415e+01    3.8506017762e+01    9.1895337630e+00   -2.0120921998e+02    3.2027700000e+05    7.8704419136e+00    9.9689704160e-01
         8   -7.6452077794e+01    5.8472912925e+03   -1.5338787115e+02    7.6935793355e+01    3.8465696578e+01    9.1895337630e+00   -2.0104310149e+02    3.2057100000e+05    8.2709999084e+00    9.9689223589e-01
         9   -7.6446422652e+01    5.8463308469e+03   -1.5277594847e+02    7.6329525820e+01    3.8392806295e+01    9.1895337630e+00   -2.0035828853e+02    3.2037200000e+05    8.3426799774e+00    9.9687153767e-01
        10   -7.6444763692e+01    5.8460483226e+03   -1.5258373755e+02    7.6138973854e+01    3.8329489970e+01    9.1895337630e+00   -2.0010276128e+02    3.2028900000e+05    7.9266698360e+00    9.9691280742e-01
        11   -7.6440606642e+01    5.8455967877e+03   -1.5295525622e+02    7.6514649580e+01    3.8308076595e+01    9.1895337630e+00   -2.0045286658e+02    3.1965200000e+05    8.1889739037e+00    9.9691090583e-01
        12   -7.6430435373e+01    5.8439804566e+03   -1.5258873858e+02    7.6158303210e+01    3.8233584174e+01    9.1895337630e+00   -2.0001185652e+02    3.1931000000e+05    7.9570009708e+00    9.9688723264e-01
        13   -7.6442009519e+01    5.8458373676e+03   -1.5236008856e+02    7.5918079043e+01    3.8198511252e+01    9.1895337630e+00   -1.9974813358e+02    3.1919000000e+05    7.9185330868e+00    9.9696383927e-01
        14   -7.6438037639e+01    5.8452267486e+03   -1.5395329079e+02    7.7515253149e+01    3.8202011719e+01    9.1895337631e+00   -2.0134483627e+02    3.1883500000e+05    7.9294970036e+00    9.9686810998e-01
        15   -7.6437244342e+01    5.8449535999e+03   -1.5328813590e+02    7.6850891553e+01    3.8192091479e+01    9.1895337630e+00   -2.0066976114e+02    3.1893000000e+05    7.9871339798e+00    9.9690959887e-01
        16   -7.6436284649e+01    5.8453124651e+03   -1.5348088094e+02    7.7044596291e+01    3.8152419998e+01    9.1895337630e+00   -2.0082283470e+02    3.1882300000e+05    7.9576129913e+00    9.9682648216e-01
        17   -7.6422930071e+01    5.8429455601e+03   -1.5384289626e+02    7.7419966185e+01    3.8130201913e+01    9.1895337630e+00   -2.0116263193e+02    3.1899000000e+05    7.9931380749e+00    9.9694320269e-01
        18   -7.6419548838e+01    5.8423447024e+03   -1.5284236756e+02    7.6422818721e+01    3.8084860395e+01    9.1895337630e+00   -2.0011676172e+02    3.1854400000e+05    7.9711971283e+00    9.9688850801e-01
        19   -7.6425634326e+01    5.8432631494e+03   -1.5317797995e+02    7.6752345624e+01    3.8080089656e+01    9.1895337630e+00   -2.0044760337e+02    3.1892300000e+05    7.9780991077e+00    9.9685265785e-01
        20   -7.6424874228e+01    5.8431433253e+03   -1.5301392753e+02    7.6589053307e+01    3.8042460385e+01    9.1895337630e+00   -2.0024592168e+02    3.1901600000e+05    7.8878359795e+00    9.9690721003e-01
        21   -7.6430773269e+01    5.8439057506e+03   -1.5278847468e+02    7.6357701412e+01    3.8009172687e+01    9.1895337630e+00   -1.9998718113e+02    3.1964400000e+05    7.9150888920e+00    9.9691408047e-01
        22   -7.6425922300e+01    5.8431954606e+03   -1.5299546259e+02    7.6569540288e+01    3.8013213060e+01    9.1895337630e+00   -2.0019820941e+02    3.1957000000e+05    7.8891260624e+00    9.9685387001e-01
        23   -7.6429701859e+01    5.8442451374e+03   -1.5284596936e+02    7.6416267501e+01    3.7972917197e+01    9.1895337630e+00   -2.0000842032e+02    3.1963700000e+05    7.9080779552e+00    9.9687237957e-01
        24   -7.6426568110e+01    5.8436406032e+03   -1.5253257991e+02    7.6106011798e+01    3.7940696337e+01    9.1895337630e+00   -1.9966281001e+02    3.1975800000e+05    7.8768148422e+00    9.9689456533e-01
        25   -7.6431041696e+01    5.8439281918e+03   -1.5311707259e+02    7.6686030891e+01    3.7937150461e+01    9.1895337631e+00   -2.0024375681e+02    3.1992000000e+05    7.9154379368e+00    9.9689794540e-01
        26   -7.6419210081e+01    5.8420629476e+03   -1.5268155468e+02    7.6262344603e+01    3.7919450060e+01    9.1895337630e+00   -1.9979053851e+02    3.1989600000e+05    7.9089670181e+00    9.9690094528e-01
        27   -7.6414122237e+01    5.8414461629e+03   -1.5291384979e+02    7.6499727556e+01    3.7898114188e+01    9.1895337630e+00   -2.0000149774e+02    3.1977600000e+05    7.8585658073e+00    9.9693566747e-01
        28   -7.6418726464e+01    5.8422729910e+03   -1.5328485116e+02    7.6866124694e+01    3.7893579761e+01    9.1895337631e+00   -2.0036796468e+02    3.1967300000e+05    7.8730461597e+00    9.9686795227e-01
        29   -7.6417730179e+01    5.8417729324e+03   -1.5240059587e+02    7.5982865694e+01    3.7910986044e+01    9.1895337630e+00   -1.9950111568e+02    3.1911400000e+05    7.9130220413e+00    9.9692707322e-01
        30   -7.6415746751e+01    5.8418967151e+03   -1.5306371789e+02    7.6647971143e+01    3.7904785244e+01    9.1895337631e+00   -2.0015803690e+02    3.1867600000e+05    7.8783030510e+00    9.9688589458e-01
        31   -7.6418900953e+01    5.8424473991e+03   -1.5343076389e+02    7.7011862938e+01    3.7913288776e+01    9.1895337630e+00   -2.0053358643e+02    3.1846800000e+05    7.8517179489e+00    9.9683621212e-01
        32   -7.6426292041e+01    5.8433235926e+03   -1.5288231914e+02    7.6456027101e+01    3.7861583693e+01    9.1895337630e+00   -1.9993343660e+02    3.1874800000e+05    7.8688349724e+00    9.9694160243e-01
        33   -7.6423947677e+01    5.8428960462e+03   -1.5301776940e+02    7.6593821727e+01    3.7868533336e+01    9.1895337630e+00   -2.0007583650e+02    3.1892200000e+05    7.8875880241e+00    9.9692776581e-01
        34   -7.6412789946e+01    5.8412451678e+03   -1.5313550632e+02    7.6722716374e+01    3.7888673421e+01    9.1895337630e+00   -2.0021371350e+02    3.1889100000e+05    7.8724451065e+00    9.9686639615e-01
        35   -7.6420305275e+01    5.8422943274e+03   -1.5278740176e+02    7.6367096484e+01    3.7836716017e+01    9.1895337630e+00   -1.9981365154e+02    3.1866300000e+05    7.8357810974e+00    9.9695400730e-01
        36   -7.6418692440e+01    5.8420155886e+03   -1.5285341980e+02    7.6434727361e+01    3.7797912456e+01    9.1895337630e+00   -1.9984086602e+02    3.1811700000e+05    7.8417339325e+00    9.9689091321e-01
        37   -7.6429810335e+01    5.8437919116e+03   -1.5329677380e+02    7.6866963460e+01    3.7815842115e+01    9.1895337630e+00   -2.0030214967e+02    3.1779100000e+05    7.8063740730e+00    9.9686933649e-01
        38   -7.6412438837e+01    5.8410617303e+03   -1.5391130915e+02    7.7498870310e+01    3.7807914920e+01    9.1895337630e+00   -2.0090875783e+02    3.1730500000e+05    7.7971479893e+00    9.9682845816e-01
        39   -7.6415317691e+01    5.8418030628e+03   -1.5344602833e+02    7.7030710636e+01    3.7756710958e+01    9.1895337630e+00   -2.0039227305e+02    3.1708500000e+05    7.7978529930e+00    9.9685979292e-01
        40   -7.6423559100e+01    5.8428424950e+03   -1.5305557041e+02    7.6632011306e+01    3.7730289652e+01    9.1895337630e+00   -1.9997539382e+02    3.1766300000e+05    7.8233768940e+00    9.9692661273e-01
        41   -7.6425251992e+01    5.8430370134e+03   -1.5283852571e+02    7.6413273723e+01    3.7711802711e+01    9.1895337630e+00   -1.9973986219e+02    3.1759400000e+05    7.7963931561e+00    9.9684308965e-01
        42   -7.6421791858e+01    5.8423669620e+03   -1.5304168239e+02    7.6619890535e+01    3.7691906204e+01    9.1895337630e+00   -1.9992312236e+02    3.1768800000e+05    7.8857030869e+00    9.9687822627e-01
        43   -7.6419507896e+01    5.8422618261e+03   -1.5291260530e+02    7.6493097407e+01    3.7686479205e+01    9.1895337630e+00   -1.9978861827e+02    3.1761600000e+05    7.8344941139e+00    9.9685837169e-01
        44   -7.6415816546e+01    5.8418029155e+03   -1.5316755260e+02    7.6751736055e+01    3.7702262843e+01    9.1895337630e+00   -2.0005934921e+02    3.1783000000e+05    7.8002769947e+00    9.9693241883e-01
        45   -7.6410035170e+01    5.8407072806e+03   -1.5343885584e+02    7.7028820672e+01    3.7654558543e+01    9.1895337631e+00   -2.0028294815e+02    3.1783600000e+05    7.7751998901e+00    9.9682934734e-01
        46   -7.6401192380e+01    5.8393672863e+03   -1.5313185080e+02    7.6730658422e+01    3.7639942446e+01    9.1895337630e+00   -1.9996132701e+02    3.1782000000e+05    7.7832779884e+00    9.9690788791e-01
        47   -7.6424196453e+01    5.8431040114e+03   -1.5310194537e+02    7.6677748917e+01    3.7606273270e+01    9.1895337630e+00   -1.9989775240e+02    3.1758900000e+05    7.7700231075e+00    9.9683100476e-01
        48   -7.6419328426e+01    5.8424671715e+03   -1.5341653319e+02    7.6997204763e+01    3.7582830585e+01    9.1895337630e+00   -2.0018889754e+02    3.1770800000e+05    7.7986390591e+00    9.9689536004e-01
        49   -7.6413567353e+01    5.8413790868e+03   -1.5258872715e+02    7.6175159799e+01    3.7576316702e+01    9.1895337630e+00   -1.9935457762e+02    3.1775000000e+05    7.8566570282e+00    9.9684673343e-01
