#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.6414658987e+01    5.8432345786e+03   -1.5615356535e+02    7.9738906361e+01    3.7188163760e+01    9.1895337630e+00   -2.0253126287e+02    2.0000000000e+03    3.2336890697e-02    3.1208000000e-01
         1   -7.6358764524e+01    5.8350275944e+03   -1.5715681991e+02    8.0798055381e+01    3.7108070223e+01    9.1895337630e+00   -2.0345442389e+02    2.0000000000e+03    3.2863676548e-02    3.1049000000e-01
         2   -7.6388299336e+01    5.8406740807e+03   -1.5324615663e+02    7.6857857295e+01    3.7767342581e+01    9.1895337630e+00   -2.0020303297e+02    2.0000000000e+03    3.2642811537e-02    3.1095000000e-01
         3   -7.6396831676e+01    5.8403524286e+03   -1.4449534948e+02    6.8098517805e+01    3.7154606409e+01    9.1895337630e+00   -1.9083948965e+02    2.0000000000e+03    3.2682657242e-02    3.1193000000e-01
         4   -7.6164365489e+01    5.8051775575e+03   -1.5927987689e+02    8.3115511398e+01    3.7658044133e+01    9.1895337630e+00   -2.0612745478e+02    2.0000000000e+03    3.3605933189e-02    3.1200000000e-01
         5   -7.6278257392e+01    5.8222332427e+03   -1.4881099940e+02    7.2532742006e+01    3.7249714783e+01    9.1895337630e+00   -1.9525024794e+02    2.0000000000e+03    3.2748669386e-02    3.0746000000e-01
         6   -7.6224722680e+01    5.8142074748e+03   -1.7190759975e+02    9.5682877071e+01    3.7602010343e+01    9.1895337630e+00   -2.1869914386e+02    2.0000000000e+03    3.2758623362e-02    3.1110000000e-01
         7   -7.6098663217e+01    5.7945724873e+03   -1.3865179919e+02    6.2553135976e+01    3.6826040455e+01    9.1895337630e+00   -1.8466737341e+02    2.0000000000e+03    3.2992392778e-02    3.1071000000e-01
         8   -7.6343464472e+01    5.8323328316e+03   -1.3878925462e+02    6.2445790150e+01    3.7330881052e+01    9.1895337630e+00   -1.8530966944e+02    2.0000000000e+03    3.2662421465e-02    3.1086000000e-01
         9   -7.6322719209e+01    5.8296364421e+03   -1.9660638920e+02    1.2028367000e+02    3.7337315343e+01    9.1895337630e+00   -2.4313323831e+02    2.0000000000e+03    3.2752752304e-02    3.0899000000e-01
        10   -7.6441893162e+01    5.8481965371e+03   -1.7943757559e+02    1.0299568243e+02    3.8018325592e+01    9.1895337630e+00   -2.2664543495e+02    2.0000000000e+03    3.3131808043e-02    3.1186000000e-01
        11   -7.6184985616e+01    5.8093680290e+03   -1.5433956324e+02    7.8154577625e+01    3.7421094637e+01    9.1895337630e+00   -2.0095019164e+02    2.0000000000e+03    3.2833993435e-02    3.0970000000e-01
        12   -7.6382064797e+01    5.8379981847e+03   -1.4923323800e+02    7.2851173202e+01    3.7378486657e+01    9.1895337630e+00   -1.9580125842e+02    2.0000000000e+03    3.2814890146e-02    3.1119000000e-01
